Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
ABI3	1.582	0.662	2.820E-03	Transcribed locus, moderately similar to XP_001092436.1 similar to phosphatase, orphan 1 isoform 1
KCNAB1	1.581	0.66	3.843E-03	Potassium voltage-gated channel, shaker-related subfamily, beta member 1
IFNGR1	1.58	0.66	5.206E-03	Transcribed locus
BDNF	1.58	0.66	2.445E-02	Brain derived neurotrophic factor
UBE1L	1.578	0.658	2.574E-03	
RAB3D	1.576	0.656	1.906E-02	RAB3D, member RAS oncogene family
SIGLECH	1.575	0.656	1.439E-03	Sialic acid binding Ig-like lectin H
RCSD1	1.574	0.655	6.982E-03	
KLHL6	1.573	0.654	9.645E-03	Kelch-like 6 (Drosophila)
FCGR2B	1.573	0.653	7.149E-03	
D4BWG0951E	1.572	0.652	7.223E-09	
RTN4RL1	1.571	0.652	2.543E-01	
NPPA	1.571	0.652	6.443E-01	
TRIM9	1.57	0.65	1.710E-03	Transcribed locus
F11R	1.569	0.65	4.018E-03	F11 receptor
LDOC1L	1.568	0.649	2.009E-02	Leucine zipper, down-regulated in cancer 1-like
TIMP2	1.568	0.649	4.890E-03	Tissue inhibitor of metalloproteinase 2
COX7A1	1.567	0.648	7.710E-01	
MFAP2	1.565	0.646	6.284E-03	
LPXN	1.565	0.646	2.239E-02	
PLD4	1.563	0.644	9.348E-02	Phospholipase D family, member 4
GRIA2	1.562	0.643	1.571E-03	Glutamate receptor, ionotropic, AMPA2 (alpha 2)
HIST1H2AN	1.562	0.643	2.246E-01	Histone cluster 1, H2an
ECHDC2	1.56	0.641	2.319E-05	Enoyl Coenzyme A hydratase domain containing 2
PVRL3	1.558	0.64	1.621E-02	Poliovirus receptor-related 3
LOC333331	1.558	0.64	3.960E-01	
CHRAC1	1.557	0.639	1.118E-02	
TMEM86A	1.557	0.639	1.262E-03	Transmembrane protein 86A
HSD17B11	1.556	0.638	1.429E-01	
CD84	1.555	0.637	6.996E-02	
C1QA	1.553	0.635	9.511E-02	
CAMTA2	1.552	0.634	1.925E-05	Calmodulin binding transcription activator 2
NAV1	1.552	0.634	1.147E-05	Neuron navigator 1
SLITRK3	1.551	0.633	5.542E-03	SLIT and NTRK-like family, member 3
FBXO34	1.549	0.632	2.877E-04	F-box protein 34
1810043G02RIK	1.548	0.63	1.130E-03	
EPB4.1L2	1.547	0.63	3.703E-01	Erythrocyte protein band 4.1-like 2
THRA	1.547	0.63	2.552E-01	Thyroid hormone receptor alpha
SYNGR1	1.545	0.628	1.356E-02	Synaptogyrin 1
ADORA3	1.545	0.627	4.826E-02	Adenosine A3 receptor
1700012H17RIK	1.543	0.626	3.833E-02	
SLCO2B1	1.543	0.626	5.974E-05	Solute carrier organic anion transporter family, member 2b1
MYLK	1.543	0.626	3.516E-03	Myosin, light polypeptide kinase
LMO3	1.543	0.625	4.581E-05	Transcribed locus
SLC25A12	1.542	0.624	1.178E-02	Transcribed locus, strongly similar to XP_001085208.1 similar to solute carrier family 25 (mitochon
NFIB	1.541	0.624	2.689E-03	
ANG	1.541	0.624	2.793E-02	
1200013B08RIK	1.541	0.623	2.387E-01	
ARHGAP27	1.54	0.623	1.636E-02	RIKEN cDNA 5730442P18 gene
SEPT5	1.54	0.623	3.117E-01	Septin 5
FHL2	1.54	0.623	4.281E-01	
CRMP1	1.539	0.622	9.680E-03	Collapsin response mediator protein 1
ASPHD2	1.535	0.618	7.105E-05	Aspartate beta-hydroxylase domain containing 2
GAS2L1	1.535	0.618	6.817E-03	
CACHD1	1.534	0.617	5.247E-05	Cache domain containing 1
HHEX	1.533	0.616	4.049E-02	
NTNG1	1.532	0.615	8.987E-03	Transcribed locus
MID1	1.532	0.615	3.778E-01	Midline 1
ACSS1	1.53	0.613	5.048E-03	Acyl-CoA synthetase short-chain family member 1
BTK	1.528	0.612	7.677E-03	Bruton agammaglobulinemia tyrosine kinase
TBXAS1	1.527	0.611	4.550E-01	Thromboxane A synthase 1, platelet
PLK2	1.527	0.611	1.843E-02	Polo-like kinase 2 (Drosophila)
TGM2	1.527	0.611	1.986E-02	Transglutaminase 2, C polypeptide
IIGP2	1.525	0.608	6.273E-03	
TGFBR1	1.523	0.607	1.230E-02	Transforming growth factor, beta receptor I
CIRH1A	1.523	0.607	6.673E-04	Transcribed locus
ST7	1.522	0.606	4.248E-03	
HFE	1.522	0.606	2.777E-01	
OGFOD1	1.522	0.606	5.013E-03	
HPGD	1.521	0.605	6.007E-02	Hydroxyprostaglandin dehydrogenase 15 (NAD)
MTAP1S	1.52	0.604	1.614E-03	
RBM47	1.519	0.603	4.170E-02	Transcribed locus
ELAVL2	1.519	0.603	1.168E-02	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)
CDH8	1.518	0.602	1.373E-02	Transcribed locus
CPEB1	1.516	0.601	2.227E-01	Cytoplasmic polyadenylation element binding protein 1
BCL6	1.516	0.601	5.150E-04	B-cell leukemia/lymphoma 6
RASAL1	1.515	0.599	3.760E-03	RAS protein activator like 1 (GAP1 like)
WTIP	1.515	0.599	7.454E-05	Transcribed locus
HCLS1	1.514	0.598	2.177E-01	Hematopoietic cell specific Lyn substrate 1
SLC17A7	1.513	0.598	5.716E-03	Solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7
CD14	1.513	0.597	9.449E-03	
HIST1H2AH	1.513	0.597	2.891E-01	Histone cluster 1, H2ah
ABCC3	1.512	0.597	3.330E-02	
CD33	1.512	0.597	3.186E-02	CD33 antigen
ARRB2	1.511	0.596	4.621E-03	
MAPK1	1.51	0.594	8.087E-04	Mitogen activated protein kinase 1
PRICKLE1	1.51	0.594	2.091E-03	Prickle like 1 (Drosophila)
CD276	1.508	0.593	5.499E-02	Transcribed locus
GPC1	1.506	0.59	3.724E-04	Glypican 1
NRARP	1.504	0.589	3.961E-02	Transcribed locus
WWC2	1.503	0.588	3.153E-03	WW, C2 and coiled-coil domain containing 2
GCNT2	1.503	0.588	1.446E-02	Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme
CD180	1.502	0.587	2.394E-02	CD180 antigen
BC003236	1.5	0.585	3.007E-03	
HEXB	1.5	0.585	2.348E-02	Hexosaminidase B
SLC29A3	1.499	0.584	1.862E-02	Solute carrier family 29 (nucleoside transporters), member 3
EVC	1.498	0.583	2.925E-02	Ellis van Creveld gene homolog (human)
GSDMDC1	1.497	0.583	2.846E-01	
ACAA2	1.497	0.582	5.132E-01	Acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
EPB4.9	1.497	0.582	6.405E-03	
ITGA7	1.496	0.581	2.966E-03	Integrin alpha 7
CENTD3	1.496	0.581	4.483E-03	
RNASE4	1.495	0.58	3.776E-03	Ribonuclease, RNase A family 4
GOLM1	1.494	0.579	3.671E-04	Golgi membrane protein 1
SIPA1L1	1.493	0.579	3.556E-04	Signal-induced proliferation-associated 1 like 1
3110035E14RIK	1.493	0.578	7.829E-06	RIKEN cDNA 3110035E14 gene
APAF1	1.491	0.576	1.291E-01	Apoptotic peptidase activating factor 1
SLC40A1	1.49	0.575	2.764E-02	Solute carrier family 40 (iron-regulated transporter), member 1
SLC8A1	1.489	0.574	2.270E-01	Solute carrier family 8 (sodium/calcium exchanger), member 1
4930544G21RIK	1.489	0.574	5.759E-04	
D130043K22RIK	1.487	0.573	1.475E-03	RIKEN cDNA D130043K22 gene
SLC7A4	1.487	0.572	6.116E-05	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 4
STK19	1.485	0.571	1.964E-01	Transcribed locus
YWHAG	1.485	0.571	2.957E-01	3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide
GCNT1	1.485	0.57	1.427E-01	Glucosaminyl (N-acetyl) transferase 1, core 2
D16ERTD472E	1.485	0.57	2.296E-02	DNA segment, Chr 16, ERATO Doi 472, expressed
AP1GBP1	1.484	0.569	1.065E-01	
C1QB	1.481	0.567	2.205E-02	Complement component 1, q subcomponent, beta polypeptide
PFN1	1.481	0.566	9.511E-02	
PPIC	1.479	0.565	9.599E-03	Transcribed locus
CHST8	1.479	0.565	3.761E-03	Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8
LOC100046855	1.479	0.564	1.887E-02	
9030205A07RIK	1.478	0.564	1.320E-03	
ZFP46	1.478	0.564	1.676E-03	Zinc finger protein 46
NCKIPSD	1.477	0.562	7.363E-02	NCK interacting protein with SH3 domain
PJA2	1.476	0.562	8.629E-09	Transcribed locus
LOC100045403	1.476	0.562	7.454E-04	
2610039C10RIK	1.476	0.561	2.251E-02	
SFT2D2	1.475	0.561	1.795E-02	
ITPR2	1.475	0.561	5.064E-02	Transcribed locus
TLR2	1.474	0.56	1.880E-01	Toll-like receptor 2
ICAM1	1.473	0.559	5.522E-02	Intercellular adhesion molecule
SLC46A1	1.473	0.558	1.635E-02	Solute carrier family 46, member 1
NEUROD2	1.472	0.557	6.147E-02	Neurogenic differentiation 2
DOK3	1.47	0.556	1.151E-02	Docking protein 3
CACNA2D3	1.469	0.555	4.460E-03	Calcium channel, voltage-dependent, alpha2/delta subunit 3
DTNB	1.469	0.555	3.198E-02	
DTX4	1.468	0.554	1.975E-02	Deltex 4 homolog (Drosophila)
BAIAP2	1.468	0.554	3.406E-01	
ABHD12	1.468	0.554	1.213E-02	
PARP1	1.467	0.553	1.230E-05	Poly (ADP-ribose) polymerase family, member 1
RHOB	1.467	0.553	2.140E-01	
ABCA9	1.466	0.552	8.938E-02	ATP-binding cassette, sub-family A (ABC1), member 9
PRKCE	1.464	0.55	6.662E-03	Protein kinase C, epsilon
PROS1	1.462	0.547	2.203E-02	Protein S (alpha)
SCG2	1.46	0.546	1.976E-02	Secretogranin II
RAE1	1.46	0.545	1.865E-04	Transcribed locus
SCN8A	1.459	0.545	7.925E-02	Sodium channel, voltage-gated, type VIII, alpha
FBXO31	1.459	0.545	9.086E-02	F-box protein 31
RAMP1	1.457	0.543	3.533E-02	Receptor (calcitonin) activity modifying protein 1
ARHGAP4	1.456	0.542	1.036E-02	
KCTD6	1.456	0.542	2.274E-03	
HIST1H2AF	1.455	0.541	4.108E-01	Histone cluster 1, H2af
SRM	1.454	0.54	2.434E-02	Spermidine synthase
SCAMP2	1.454	0.54	1.778E-03	Secretory carrier membrane protein 2
ZFP179	1.453	0.539	4.976E-01	
HIST1H2AO	1.453	0.539	1.568E-01	
ZFP288	1.453	0.539	2.823E-04	
PGBD5	1.452	0.538	1.045E-01	PiggyBac transposable element derived 5
IGFBP4	1.451	0.537	3.324E-03	Insulin-like growth factor binding protein 4
X99384	1.45	0.536	1.701E-02	
RNASET2B	1.45	0.536	1.222E-04	
CD37	1.45	0.536	6.566E-02	
MS4A6D	1.449	0.535	2.034E-01	Membrane-spanning 4-domains, subfamily A, member 6D
SORT1	1.449	0.535	2.067E-05	Sortilin 1
THY1	1.449	0.535	4.333E-03	Thymus cell antigen 1, theta
GNAQ	1.448	0.534	7.492E-03	Transcribed locus
SULT1A1	1.446	0.532	3.833E-02	Sulfotransferase family 1A, phenol-preferring, member 1
TCN2	1.444	0.53	4.959E-01	Transcobalamin 2
DUSP7	1.444	0.53	4.521E-02	Dual specificity phosphatase 7
TTN	1.443	0.529	5.432E-01	Titin
PNCK	1.442	0.528	5.467E-03	Pregnancy upregulated non-ubiquitously expressed CaM kinase
A2BP1	1.442	0.528	3.713E-05	
CMTM6	1.439	0.525	3.563E-02	CKLF-like MARVEL transmembrane domain containing 6
PYGB	1.439	0.525	1.582E-02	Brain glycogen phosphorylase
SFRS9	1.439	0.525	2.449E-04	
STX1A	1.439	0.525	3.214E-03	Transcribed locus
TPST2	1.438	0.525	2.293E-03	Protein-tyrosine sulfotransferase 2
TSPAN33	1.438	0.524	2.497E-01	
KHK	1.435	0.522	2.544E-01	
FMNL3	1.431	0.517	1.402E-03	Formin-like 3
RIN3	1.431	0.517	2.550E-02	Ras and Rab interactor 3
PURB	1.43	0.516	3.364E-01	Purine rich element binding protein B
IL10RB	1.429	0.515	9.945E-02	Interleukin 10 receptor, beta
SMYD5	1.429	0.515	1.362E-01	
PDLIM4	1.429	0.515	4.226E-03	
RNF19A	1.429	0.515	5.798E-03	Transcribed locus
COPZ2	1.429	0.515	3.655E-01	
SLC7A8	1.427	0.513	4.305E-03	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 8
MYO1F	1.426	0.512	7.206E-02	Myosin IF
BAI1	1.426	0.512	1.887E-01	Brain-specific angiogenesis inhibitor 1
LMO4	1.425	0.511	2.738E-04	
HEBP1	1.424	0.509	9.377E-02	
PIP5K1A	1.424	0.509	2.570E-04	Phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha
ADRB2	1.423	0.509	1.601E-01	Adrenergic receptor, beta 2
CYBA	1.423	0.509	4.283E-02	
IPO4	1.423	0.509	2.700E-01	Transcribed locus, strongly similar to XP_001056047.1 similar to RANBP4 [Rattus norvegicus]
APBB1IP	1.423	0.508	1.189E-01	
SALL1	1.422	0.508	9.551E-02	Sal-like 1 (Drosophila)
ARHGAP30	1.42	0.506	1.270E-01	Transcribed locus
LOC100046056	1.42	0.505	1.087E-01	
EGFL7	1.419	0.505	1.260E-02	EGF-like domain 7
CAP1	1.419	0.505	1.617E-01	Transcribed locus
Erdr1	1.419	0.505	4.315E-01	
KCNJ4	1.419	0.505	4.448E-01	Potassium inwardly-rectifying channel, subfamily J, member 4
VWF	1.419	0.505	8.716E-02	Von Willebrand factor homolog
AUTS2	1.419	0.505	6.909E-04	Autism susceptibility candidate 2
NBL1	1.417	0.503	2.659E-02	
TRO	1.417	0.503	3.256E-02	Trophinin
PRNPIP1	1.416	0.502	5.420E-03	
RPL7L1	1.416	0.501	2.492E-01	Ribosomal protein L7-like 1
KLF16	1.414	0.499	1.665E-01	Transcribed locus
TNRC6C	1.413	0.499	2.267E-03	Transcribed locus
LMO2	1.413	0.499	1.109E-02	
FLRT3	1.413	0.499	3.058E-02	Fibronectin leucine rich transmembrane protein 3
RENBP	1.413	0.498	4.610E-02	
DRP2	1.411	0.497	7.502E-03	
CD53	1.411	0.497	1.023E-01	CD53 antigen
EIF4EL3	1.411	0.497	1.382E-02	
FCER1G	1.41	0.496	4.927E-02	
OSTF1	1.409	0.495	4.826E-02	Transcribed locus
HTRA2	1.409	0.495	1.111E-01	HtrA serine peptidase 2
PSEN1	1.409	0.495	2.651E-01	Presenilin 1
B4GALNT4	1.408	0.494	2.139E-02	Beta-1,4-N-acetyl-galactosaminyl transferase 4
LAPTM5	1.408	0.493	2.453E-03	
ARHGDIB	1.407	0.493	1.856E-01	Rho, GDP dissociation inhibitor (GDI) beta
ACTN1	1.407	0.493	1.008E-01	Actinin, alpha 1
TGFBR2	1.406	0.492	1.005E-02	Transforming growth factor, beta receptor II
DAB1	1.405	0.49	3.079E-02	Disabled homolog 1 (Drosophila)
CPNE7	1.404	0.489	1.266E-02	
ACSL5	1.404	0.489	6.817E-03	Acyl-CoA synthetase long-chain family member 5
TCF4	1.402	0.488	1.138E-04	Transcribed locus
ZCCHC14	1.402	0.488	2.015E-01	Zinc finger, CCHC domain containing 14
SEMA6B	1.401	0.487	6.886E-03	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B
6330403K07RIK	1.401	0.486	1.238E-02	RIKEN cDNA 6330403K07 gene
LYPLA3	1.4	0.486	3.201E-03	
AW121567	1.4	0.486	1.103E-03	
AI467606	1.399	0.484	1.403E-01	Expressed sequence AI467606
PRRT1	1.399	0.484	1.853E-01	Proline-rich transmembrane protein 1
SH3KBP1	1.398	0.483	2.130E-01	
ACADS	1.397	0.482	1.881E-01	
LEFTY1	1.397	0.482	9.014E-03	Left right determination factor 1
ARHGEF2	1.395	0.48	9.279E-02	Rho/rac guanine nucleotide exchange factor (GEF) 2
ANKRD1	1.395	0.48	6.826E-01	Ankyrin repeat domain 1 (cardiac muscle)
GMPR	1.395	0.48	3.126E-02	Guanosine monophosphate reductase
PBX2	1.394	0.479	1.327E-01	Pre B-cell leukemia transcription factor 2
VPS25	1.393	0.478	2.441E-01	
FKBP1A	1.391	0.477	4.102E-02	Transcribed locus
TRMT1	1.391	0.476	3.150E-02	
EHD4	1.391	0.476	3.181E-02	EH-domain containing 4
POLR3A	1.391	0.476	5.486E-01	
NAPRT1	1.39	0.475	2.246E-01	Nicotinate phosphoribosyltransferase domain containing 1
VDAC1	1.389	0.475	2.559E-01	Voltage-dependent anion channel 1
ATP6V1A	1.389	0.474	2.045E-01	ATPase, H+ transporting, lysosomal V1 subunit A
OCIAD2	1.389	0.474	1.284E-02	OCIA domain containing 2
SEC14L1	1.389	0.474	6.209E-03	SEC14-like 1 (S. cerevisiae)
BC021381	1.388	0.473	2.105E-01	
ZRANB3	1.388	0.473	1.901E-01	
RAB6	1.388	0.473	3.741E-01	
OGFRL1	1.387	0.472	8.508E-02	Opioid growth factor receptor-like 1
RPS2	1.387	0.472	2.271E-01	Predicted gene, EG546164
NCKAP1L	1.387	0.472	1.084E-01	NCK associated protein 1 like
CD164	1.387	0.472	9.742E-04	CD164 antigen
CAPN3	1.386	0.471	3.762E-01	
PPP2R1A	1.386	0.471	3.283E-01	Protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform
GUSB	1.385	0.47	2.952E-01	Glucuronidase, beta
TMED3	1.383	0.468	3.444E-01	
PACRG	1.383	0.467	4.944E-01	Park2 co-regulated
LOC100044475	1.382	0.467	2.120E-01	
CASP8	1.382	0.467	2.013E-02	Caspase 8
LINGO2	1.382	0.466	1.489E-04	Leucine rich repeat and Ig domain containing 2
GAA	1.381	0.466	5.130E-04	Transcribed locus
ANXA3	1.381	0.465	2.740E-02	
ALOX5AP	1.38	0.465	2.834E-02	
FABP3	1.38	0.465	7.848E-01	
RIN2	1.38	0.465	2.536E-01	Ras and Rab interactor 2
GPR123	1.38	0.464	1.621E-02	G protein-coupled receptor 123
SLC38A5	1.379	0.463	1.200E-01	Transcribed locus, strongly similar to XP_001138126.1 amino acid transport system N2 isoform 1 [Pan
LRTM1	1.378	0.463	4.636E-01	
NRN1	1.378	0.462	8.664E-03	Neuritin 1
RAB32	1.376	0.461	2.497E-01	RAB32, member RAS oncogene family
LAMB2	1.376	0.461	3.023E-01	Laminin, beta 2
ETS1	1.376	0.461	3.794E-01	E26 avian leukemia oncogene 1, 5' domain
TUBB2B	1.376	0.461	2.470E-02	Tubulin, beta 2b
AKT3	1.375	0.46	1.408E-01	Thymoma viral proto-oncogene 3
SH3BP2	1.375	0.46	6.028E-02	SH3-domain binding protein 2
LOC100047606	1.375	0.459	8.812E-02	
TYROBP	1.375	0.459	4.092E-01	TYRO protein tyrosine kinase binding protein
LOC654842	1.374	0.459	1.459E-03	
MTMR12	1.373	0.457	1.077E-01	Transcribed locus
LOC100048721	1.372	0.457	6.835E-02	
OVCA2	1.372	0.456	4.084E-03	
RPO2TC1	1.372	0.456	1.540E-01	
NCF4	1.371	0.456	1.280E-01	Neutrophil cytosolic factor 4
ACTL6B	1.371	0.455	1.043E-02	
CRCP	1.371	0.455	2.311E-01	Calcitonin gene-related peptide-receptor component protein
JUNB	1.371	0.455	6.083E-01	Jun-B oncogene
NRCAM	1.37	0.455	1.512E-03	Neuron-glia-CAM-related cell adhesion molecule
1810009O10RIK	1.37	0.454	1.892E-02	
OBRGRP	1.37	0.454	2.135E-02	
CDK5R1	1.369	0.454	1.006E-03	Cyclin-dependent kinase 5, regulatory subunit (p35) 1
LINGO1	1.369	0.453	7.283E-02	Leucine rich repeat and Ig domain containing 1
CCL4	1.369	0.453	4.881E-01	
DUSP6	1.369	0.453	2.778E-02	Dual specificity phosphatase 6
GNGT2	1.368	0.452	6.572E-02	
SEC14L2	1.368	0.452	1.153E-03	SEC14-like 2 (S. cerevisiae)
MRPL9	1.368	0.452	3.414E-01	Mitochondrial ribosomal protein L9
AXIN2	1.368	0.452	3.871E-02	Axin2
ADCK4	1.367	0.451	3.281E-01	
PGAM2	1.367	0.451	6.923E-01	Transcribed locus, moderately similar to XP_001104143.1 phosphoglycerate mutase 1 (brain) isoform 2
CLTA	1.367	0.451	3.136E-02	
LRP11	1.367	0.451	1.044E-02	Low density lipoprotein receptor-related protein 11
SLC25A26	1.366	0.45	7.957E-03	
PSME1	1.366	0.45	2.135E-02	
STK4	1.365	0.449	5.846E-02	Serine/threonine kinase 4
LMAN2L	1.365	0.449	2.002E-02	Transcribed locus
CYBASC3	1.365	0.449	2.933E-01	
LOC100044087	1.364	0.448	4.102E-01	
H2-DMA	1.364	0.448	2.707E-01	Histocompatibility 2, class II, locus DMa
SNX10	1.364	0.448	1.003E-03	
JAKMIP1	1.362	0.446	6.731E-02	Janus kinase and microtubule interacting protein 1
CBR3	1.362	0.446	8.721E-02	Carbonyl reductase 3
D430039N05RIK	1.362	0.445	8.187E-04	
D12ERTD553E	1.361	0.445	5.392E-02	
EIF4EBP2	1.361	0.445	4.301E-01	Eukaryotic translation initiation factor 4E binding protein 2
ZFP36	1.361	0.445	7.383E-01	Zinc finger protein 36
MYOZ2	1.361	0.444	6.692E-01	
TOP1MT	1.361	0.444	2.969E-02	DNA topoisomerase 1, mitochondrial
AMDHD2	1.361	0.444	2.949E-01	Amidohydrolase domain containing 2
RDH14	1.36	0.444	5.471E-02	Transcribed locus
DCUN1D4	1.36	0.444	1.383E-02	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
GPC5	1.36	0.443	3.670E-01	Glypican 5
EVL	1.36	0.443	5.881E-01	
PA2G4	1.359	0.443	2.959E-01	Similar to proliferation-associated 2G4, 38kDa
KLF13	1.359	0.443	5.474E-02	
NECAB2	1.358	0.441	5.467E-03	EF hand calcium binding protein 2
UACA	1.357	0.441	2.912E-01	Uveal autoantigen with coiled-coil domains and ankyrin repeats
BLNK	1.357	0.44	9.547E-02	Transcribed locus
BC025076	1.356	0.44	3.798E-02	
ZFAND2B	1.356	0.44	5.877E-02	Zinc finger, AN1 type domain 2B
TNFAIP8	1.356	0.439	2.604E-01	Transcribed locus
HSPA8	1.355	0.439	6.711E-01	Heat shock protein 8
LY86	1.355	0.438	7.382E-02	
SEPW1	1.355	0.438	2.246E-01	
PPAP2A	1.354	0.437	5.250E-04	
RALB	1.354	0.437	1.489E-01	Transcribed locus
2410018G20RIK	1.354	0.437	4.865E-02	
PIK3CB	1.354	0.437	3.154E-01	Phosphatidylinositol 3-kinase, catalytic, beta polypeptide
SLC22A17	1.353	0.436	3.421E-01	
UGT1A10	1.353	0.436	2.597E-01	UDP glucuronosyltransferase 1 family, polypeptide A7C
B930041G04	1.352	0.435	1.190E-01	
SYT1	1.352	0.435	2.583E-02	Synaptotagmin I
KARS	1.352	0.435	6.996E-04	Lysyl-tRNA synthetase
CACNA2D1	1.351	0.434	4.251E-01	
CAPZB	1.351	0.434	2.008E-01	Transcribed locus
LOC100045241	1.35	0.433	4.610E-01	
LOC100046883	1.35	0.433	1.358E-01	
MSX1	1.35	0.433	5.850E-01	Homeo box, msh-like 1
CCDC88B	1.35	0.432	3.435E-01	Coiled-coil domain containing 88B
CECR6	1.349	0.432	1.400E-02	
BGN	1.349	0.432	4.019E-01	
EMR1	1.349	0.432	5.592E-02	EGF-like module containing, mucin-like, hormone receptor-like sequence 1
RAPGEF6	1.349	0.432	1.200E-01	Rap guanine nucleotide exchange factor (GEF) 6
JAG2	1.349	0.432	9.902E-02	Jagged 2
LOC100044566	1.348	0.431	8.040E-04	
2410129H14RIK	1.348	0.431	8.872E-02	
SERPINF1	1.348	0.431	8.267E-02	Serine (or cysteine) peptidase inhibitor, clade F, member 1
MAP2K1	1.348	0.431	6.497E-02	Mitogen activated protein kinase kinase 1
ARPC5	1.348	0.43	2.009E-03	Actin related protein 2/3 complex, subunit 5
LRBA	1.347	0.43	4.804E-03	LPS-responsive beige-like anchor
BRP17	1.347	0.429	2.483E-02	
FUS	1.346	0.429	5.894E-01	Transcribed locus, weakly similar to XP_001083040.1 similar to TBP-associated factor 15 isoform 1 i
2310079N02RIK	1.346	0.429	4.338E-02	
MED10	1.346	0.428	1.167E-01	
DYNLL1	1.346	0.428	2.543E-05	Transcribed locus, strongly similar to XP_001089607.1 similar to dynein, cytoplasmic, light peptide
STRN4	1.346	0.428	7.499E-02	
ATP1B1	1.346	0.428	1.627E-02	ATPase, Na+/K+ transporting, beta 1 polypeptide
AA407270	1.345	0.428	6.345E-01	
LOC669660	1.345	0.427	6.230E-01	
RGS10	1.344	0.427	2.306E-02	Regulator of G-protein signalling 10
IRAK2	1.344	0.427	2.492E-01	Interleukin-1 receptor-associated kinase 2
NPPB	1.344	0.426	6.680E-01	
THUMPD3	1.344	0.426	9.421E-02	Transcribed locus
BC004728	1.343	0.426	3.471E-01	
FES	1.343	0.426	2.491E-01	Feline sarcoma oncogene
ARPC3	1.343	0.426	1.535E-02	
TRIM72	1.342	0.425	7.603E-01	
TRIM2	1.341	0.424	8.862E-03	Transcribed locus
DCLK2	1.341	0.424	3.126E-02	Transcribed locus, strongly similar to XP_001082020.1 doublecortin and CaM kinase-like 2 [Macaca mu
NAGK	1.341	0.423	3.950E-04	N-acetylglucosamine kinase
LUZP1	1.34	0.423	2.622E-02	Transcribed locus, moderately similar to NP_077772.2 zipper protein 1 [Mus musculus]
NPHP4	1.338	0.42	4.826E-02	Nephronophthisis 4 (juvenile) homolog (human)
AP2B1	1.337	0.42	7.448E-03	Adaptor-related protein complex 2, beta 1 subunit
SUSD3	1.337	0.419	3.186E-02	
CPT1C	1.337	0.419	1.174E-01	Carnitine palmitoyltransferase 1c
ETFB	1.337	0.419	6.035E-01	
PROSAPIP1	1.336	0.418	2.267E-03	
ART3	1.335	0.417	4.878E-01	
CCND1	1.334	0.415	2.766E-02	Cyclin D1
PRMT2	1.334	0.415	1.909E-04	Protein arginine N-methyltransferase 2
HSPB8	1.334	0.415	4.029E-01	Heat shock protein 8
LARGE	1.333	0.415	2.689E-04	
WDSOF1	1.333	0.415	3.775E-01	
SPARC	1.333	0.414	1.068E-02	Transcribed locus
6230427J02RIK	1.333	0.414	1.623E-01	
DLG4	1.332	0.413	2.580E-01	Discs, large homolog 4 (Drosophila)
NFKBIA	1.331	0.412	1.807E-01	Transcribed locus, strongly similar to NP_065390.1 factor of kappa light polypeptide gene enhancer
WARS	1.33	0.411	1.573E-01	Tryptophanyl-tRNA synthetase
2310005E10RIK	1.33	0.411	1.211E-01	
PTPRE	1.329	0.411	1.869E-03	Transcribed locus
HEXA	1.329	0.41	1.045E-02	Hexosaminidase A
TTC19	1.328	0.409	3.301E-02	
WDR34	1.328	0.409	1.924E-01	WD repeat domain 34
PCBP1	1.327	0.409	3.458E-02	Poly(rC) binding protein 1
LOC100046039	1.327	0.408	7.129E-02	
LRRN3	1.326	0.408	2.992E-01	Leucine rich repeat protein 3, neuronal
YWHAZ	1.326	0.407	2.686E-05	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
MARCKS	1.325	0.406	1.760E-02	Myristoylated alanine rich protein kinase C substrate
NCALD	1.325	0.406	3.937E-01	Neurocalcin delta
MAP2K4	1.325	0.406	4.158E-04	Mitogen activated protein kinase kinase 4
CENTA2	1.325	0.406	5.320E-01	
C3	1.325	0.406	5.593E-01	Complement component 3
COL6A1	1.324	0.405	6.109E-02	Collagen, type VI, alpha 1
EML4	1.324	0.405	8.924E-02	Echinoderm microtubule associated protein like 4
PIK3R2	1.324	0.405	3.187E-01	Phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)
2900011O08RIK	1.323	0.404	4.151E-02	RIKEN cDNA 2900011O08 gene
RRBP1	1.323	0.404	4.955E-01	Ribosome binding protein 1
2310042D19RIK	1.323	0.404	6.181E-01	
