Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
TSPAN7	1.642	0.715	1.583E-07	Tetraspanin 7
MYT1L	1.642	0.715	4.988E-02	Myelin transcription factor 1-like
TMEM91	1.641	0.715	1.941E-06	
ASPHD1	1.641	0.714	4.322E-04	Aspartate beta-hydroxylase domain containing 1
GSTM5	1.64	0.714	4.954E-03	
FBXO18	1.639	0.713	5.458E-09	
RELL2	1.637	0.711	9.865E-02	RELT-like 2
RHPN1	1.636	0.71	3.354E-06	
SLC25A1	1.635	0.71	6.861E-04	Solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1
PPP2R5C	1.633	0.708	1.290E-01	Protein phosphatase 2, regulatory subunit B (B56), gamma isoform
SOX21	1.63	0.705	8.126E-02	Hypothetical protein LOC100043825
PPM1E	1.629	0.704	3.269E-04	Protein phosphatase 1E (PP2C domain containing)
ACCN1	1.629	0.704	1.827E-02	
D6WSU176E	1.625	0.7	4.799E-05	
CCND2	1.623	0.698	4.954E-03	Cyclin D2
PLK3	1.621	0.697	4.152E-02	Polo-like kinase 3 (Drosophila)
SYN1	1.62	0.696	2.747E-05	Synapsin I
DSCR1	1.617	0.693	1.099E-03	
CDK5R1	1.616	0.692	1.877E-06	Cyclin-dependent kinase 5, regulatory subunit (p35) 1
NOL4	1.615	0.692	5.686E-06	Nucleolar protein 4
ATP6V0E2	1.615	0.692	2.571E-02	ATPase, H+ transporting, lysosomal V0 subunit E2
LENG8	1.615	0.691	8.312E-03	Leukocyte receptor cluster (LRC) member 8
TTC19	1.614	0.691	1.521E-04	
HAP1	1.612	0.689	3.498E-06	Huntingtin-associated protein 1
TIAM2	1.612	0.689	5.385E-04	T-cell lymphoma invasion and metastasis 2
CDK10	1.611	0.688	2.325E-01	Cyclin-dependent kinase (CDC2-like) 10
IGFBP4	1.609	0.686	1.615E-04	Insulin-like growth factor binding protein 4
PPME1	1.608	0.685	1.490E-06	Protein phosphatase methylesterase 1
NUPL1	1.607	0.685	7.579E-03	
PDYN	1.606	0.684	4.442E-02	
STK25	1.605	0.683	6.353E-02	Serine/threonine kinase 25 (yeast)
FSD1	1.604	0.681	4.756E-02	Fibronectin type 3 and SPRY domain-containing protein
TTC14	1.603	0.681	1.466E-02	Tetratricopeptide repeat domain 14
SIDT1	1.603	0.681	4.304E-04	SID1 transmembrane family, member 1
PTP4A3	1.602	0.68	3.408E-02	
FSCN1	1.602	0.68	7.896E-02	Fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)
MDGA2	1.6	0.678	1.068E-02	MAM domain containing glycosylphosphatidylinositol anchor 2
SCRG1	1.6	0.678	4.778E-02	
PLEC1	1.6	0.678	1.240E-04	
ISYNA1	1.599	0.677	3.436E-03	
GM129	1.596	0.674	1.913E-01	
KCNAB3	1.595	0.674	3.870E-03	Potassium voltage-gated channel, shaker-related subfamily, beta member 3
ZFP691	1.595	0.673	1.339E-02	Zinc finger protein 691
DYNLL2	1.593	0.672	1.507E-01	Dynein light chain LC8-type 2
SPNB4	1.591	0.67	1.177E-01	
TTC8	1.591	0.67	7.025E-02	Tetratricopeptide repeat domain 8
CADPS	1.59	0.669	4.007E-05	Transcribed locus, moderately similar to XP_001091569.1 similar to Ca2+-dependent secretion activat
SUSD4	1.59	0.669	3.930E-04	Sushi domain containing 4
ATXN7L2	1.589	0.668	4.018E-03	
D12ERTD553E	1.587	0.666	1.584E-03	
BBS5	1.587	0.666	8.387E-05	Bardet-Biedl syndrome 5 (human)
CAR11	1.586	0.666	1.577E-04	Carbonic anhydrase 11
TM6SF1	1.585	0.665	9.774E-04	
SEMA6B	1.584	0.664	1.864E-04	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B
LTC4S	1.582	0.662	1.280E-02	Leukotriene C4 synthase
FLOT1	1.582	0.662	5.856E-12	Flotillin 1
ARHGEF4	1.581	0.661	1.244E-09	Rho guanine nucleotide exchange factor (GEF) 4
ACTA1	1.58	0.66	3.469E-03	Actin, alpha 1, skeletal muscle
NOL5A	1.58	0.66	4.352E-02	
DDX27	1.58	0.66	5.372E-04	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
PLXNA2	1.579	0.659	1.537E-03	Plexin A2
BC055107	1.578	0.659	7.672E-04	
EGR2	1.578	0.659	1.932E-03	Early growth response 2
9030607L17RIK	1.578	0.658	3.739E-02	
NEFM	1.576	0.657	9.128E-02	Neurofilament, medium polypeptide
LDB2	1.575	0.655	8.808E-03	LIM domain binding 2
ABHD8	1.573	0.654	7.600E-04	
EVI5	1.571	0.651	3.117E-07	Ecotropic viral integration site 5
WDR37	1.57	0.65	1.485E-04	WD repeat domain 37
PER2	1.567	0.648	9.122E-03	Period homolog 2 (Drosophila)
HRAS1	1.567	0.648	3.527E-02	
WFS1	1.566	0.647	3.868E-03	Wolfram syndrome 1 homolog (human)
EGFL7	1.566	0.647	9.577E-04	EGF-like domain 7
NTRK2	1.565	0.646	5.674E-02	Neurotrophic tyrosine kinase, receptor, type 2
HTRA1	1.564	0.645	3.765E-03	HtrA serine peptidase 1
SLC1A4	1.564	0.645	1.172E-02	Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
ACTN4	1.562	0.644	1.134E-01	Actinin alpha 4
ID2	1.562	0.643	4.803E-02	Inhibitor of DNA binding 2
NUPR1	1.562	0.643	2.279E-02	
1190002H23RIK	1.56	0.642	3.434E-02	
THOC1	1.555	0.637	3.772E-02	THO complex 1
WDR17	1.553	0.635	7.076E-03	Transcribed locus, strongly similar to XP_341471.3 similar to WD repeat domain 17 [Rattus norvegicu
PANK2	1.552	0.634	1.280E-05	Transcribed locus, moderately similar to XP_001087260.1 similar to pantothenate kinase 1 isoform al
CTNND2	1.551	0.633	5.622E-04	Catenin (cadherin associated protein), delta 2
PPM1M	1.55	0.633	1.736E-04	Protein phosphatase 1M
HHEX	1.549	0.632	2.921E-02	
B4GALNT4	1.549	0.632	2.002E-03	Beta-1,4-N-acetyl-galactosaminyl transferase 4
WDR34	1.549	0.631	1.379E-02	WD repeat domain 34
STRBP	1.547	0.63	3.314E-02	Transcribed locus
RANGAP1	1.546	0.628	2.182E-07	RAN GTPase activating protein 1
CLSTN1	1.546	0.628	5.018E-03	Calsyntenin 1
FERMT3	1.545	0.628	9.845E-02	
NLN	1.543	0.626	7.648E-04	Neurolysin (metallopeptidase M3 family)
RABL2A	1.543	0.625	1.404E-05	RAB, member of RAS oncogene family-like 2A
PPP2R2C	1.542	0.625	2.340E-03	Protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform
CRIP2	1.542	0.624	1.192E-01	
BOK	1.54	0.623	1.784E-01	Bcl-2-related ovarian killer protein
PTK2B	1.538	0.621	2.923E-03	PTK2 protein tyrosine kinase 2 beta
SMARCA1	1.538	0.621	7.494E-04	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
DUSP1	1.537	0.62	2.928E-01	Transcribed locus
HCN3	1.536	0.619	1.197E-01	Hyperpolarization-activated, cyclic nucleotide-gated K+ 3
DBP	1.535	0.618	1.800E-02	
YPEL4	1.534	0.617	8.932E-02	
CAP1	1.534	0.617	5.215E-02	Transcribed locus
1700027J05RIK	1.534	0.617	1.145E-03	
RNF144A	1.534	0.617	4.117E-04	Ring finger protein 144A
LST1	1.533	0.616	8.015E-02	Leukocyte specific transcript 1
SNORA65	1.531	0.615	7.362E-04	Ribosomal protein L12
SPATA7	1.529	0.612	1.088E-02	
SYNGR2	1.529	0.612	1.540E-01	Synaptogyrin 2
NPHP4	1.529	0.612	1.759E-03	Nephronophthisis 4 (juvenile) homolog (human)
GPR34	1.528	0.612	3.938E-02	G protein-coupled receptor 34
PDE1B	1.527	0.611	6.039E-03	
AIFM3	1.527	0.61	5.083E-02	Transcribed locus
GBA2	1.527	0.61	1.091E-01	
USP28	1.525	0.609	6.490E-02	Ubiquitin specific peptidase 28
TMEM55B	1.525	0.609	2.373E-02	Transcribed locus
NAT14	1.524	0.608	9.044E-02	N-acetyltransferase 14
D930028F11RIK	1.524	0.608	1.456E-07	
SLC25A37	1.523	0.607	1.165E-02	
REEP1	1.522	0.606	4.821E-07	Receptor accessory protein 1
Sc4mol	1.521	0.605	1.309E-02	
RSAD1	1.52	0.604	1.916E-02	Radical S-adenosyl methionine domain containing 1
EEF2	1.52	0.604	3.464E-01	Eukaryotic translation elongation factor 2
ZMAT4	1.519	0.603	4.366E-05	Zinc finger, matrin type 4
ZFP523	1.519	0.603	2.190E-05	
KCNV1	1.518	0.602	2.931E-05	Potassium channel, subfamily V, member 1
2900011O08RIK	1.517	0.601	1.095E-03	RIKEN cDNA 2900011O08 gene
HMGN3	1.517	0.601	1.323E-05	Transcribed locus
TTYH1	1.516	0.6	1.825E-07	Tweety homolog 1 (Drosophila)
AIF1	1.515	0.6	6.122E-03	Allograft inflammatory factor 1
LOC100046744	1.515	0.599	3.566E-01	
AW555464	1.515	0.599	6.768E-09	
CAMKK2	1.514	0.599	6.166E-02	Transcribed locus, moderately similar to XP_001093677.1 similar to calcium/calmodulin-dependent pro
SREBF2	1.514	0.598	1.096E-02	Sterol regulatory element binding factor 2
IFT88	1.514	0.598	1.341E-02	
SYT11	1.514	0.598	2.349E-01	Synaptotagmin XI
MERTK	1.511	0.595	2.314E-01	
PPM1L	1.51	0.595	1.194E-02	Protein phosphatase 1 (formerly 2C)-like
CSTF3	1.508	0.593	9.926E-05	
NDFIP1	1.508	0.593	1.951E-02	Nedd4 family interacting protein 1
SPARCL1	1.508	0.592	2.903E-01	SPARC-like 1 (mast9, hevin)
HPS1	1.507	0.592	3.639E-02	
RAB15	1.507	0.592	3.451E-07	RAB15, member RAS oncogene family
R3HDM2	1.505	0.59	1.704E-02	R3H domain containing 2
MTF2	1.505	0.589	1.050E-02	Metal response element binding transcription factor 2
DLGAP4	1.504	0.589	8.522E-02	Transcribed locus
CENTA1	1.503	0.588	1.249E-02	
TRPC1	1.502	0.587	1.717E-02	
C1QB	1.502	0.587	1.414E-02	Complement component 1, q subcomponent, beta polypeptide
MLLT11	1.502	0.587	2.804E-04	Transcribed locus, moderately similar to XP_001103655.1 similar to MLLT11 protein [Macaca mulatta]
SLC39A10	1.502	0.587	2.789E-02	Solute carrier family 39 (zinc transporter), member 10
4432405B04RIK	1.502	0.587	8.267E-05	
NAP1L1	1.501	0.586	9.802E-08	Nucleosome assembly protein 1-like 1
PTGS1	1.499	0.584	7.048E-02	Prostaglandin-endoperoxide synthase 1
SLC7A3	1.498	0.583	5.468E-02	Transcribed locus
ALS2CR2	1.498	0.583	1.574E-02	
COL24A1	1.498	0.583	2.222E-03	Collagen, type XXIV, alpha 1
SGIP1	1.497	0.582	4.580E-03	SH3-domain GRB2-like (endophilin) interacting protein 1
SYNGR3	1.496	0.582	1.356E-03	Synaptogyrin 3
GRIN1	1.496	0.581	1.368E-01	Transcribed locus, strongly similar to NP_067544.1 receptor 1 isoform NR1-2 precursor [Homo sapiens
SYN2	1.496	0.581	4.707E-03	
SERPINI1	1.495	0.581	4.101E-01	Transcribed locus
LANCL1	1.495	0.58	4.847E-04	LanC (bacterial lantibiotic synthetase component C)-like 1
ACTL6B	1.495	0.58	7.761E-04	
PCSK1N	1.492	0.578	4.442E-02	Proprotein convertase subtilisin/kexin type 1 inhibitor
RAC3	1.492	0.578	3.386E-03	RAS-related C3 botulinum substrate 3
C1QC	1.492	0.578	1.447E-02	Complement component 1, q subcomponent, C chain
SLC17A7	1.491	0.576	6.815E-03	Solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7
KIFC2	1.49	0.575	1.767E-03	Kinesin family member C2
BTG4	1.489	0.574	8.608E-02	B-cell translocation gene 4
MMP17	1.488	0.573	3.051E-02	Transcribed locus
B3GALNT1	1.488	0.573	1.066E-01	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1
ARNTL	1.485	0.57	7.129E-02	Aryl hydrocarbon receptor nuclear translocator-like
EG434858	1.484	0.57	1.331E-01	
CRY2	1.483	0.569	2.174E-01	Transcribed locus
INTS7	1.483	0.569	5.468E-03	Integrator complex subunit 7
CUGBP2	1.483	0.568	1.331E-01	
B3GAT1	1.483	0.568	1.963E-03	Beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)
EML5	1.483	0.568	3.203E-01	Echinoderm microtubule associated protein like 5
PCDHA6	1.482	0.568	2.778E-03	Transcribed locus
PFN2	1.48	0.565	1.558E-03	Profilin 2
S100A1	1.478	0.563	1.807E-01	
PPP1R9B	1.477	0.563	1.434E-03	Protein phosphatase 1, regulatory subunit 9B
GALK1	1.477	0.563	1.037E-01	Galactokinase 1
CDH13	1.476	0.562	3.947E-03	Cadherin 13
SMPD4	1.476	0.561	5.905E-01	Transcribed locus
KCNA2	1.473	0.559	2.432E-02	Transcribed locus, weakly similar to XP_001101275.1 similar to potassium voltage-gated channel, sha
PFN1	1.472	0.558	9.059E-02	
SV2B	1.472	0.558	3.282E-02	Synaptic vesicle glycoprotein 2 b
ABCB6	1.471	0.557	8.369E-03	
STRN4	1.469	0.555	1.077E-02	
SLC6A17	1.468	0.554	2.936E-04	Solute carrier family 6 (neurotransmitter transporter), member 17
AHCYL1	1.468	0.553	1.087E-02	S-adenosylhomocysteine hydrolase-like 1
LRRTM2	1.467	0.553	8.480E-02	Leucine rich repeat transmembrane neuronal 2
EMR1	1.466	0.552	7.827E-03	EGF-like module containing, mucin-like, hormone receptor-like sequence 1
CD68	1.465	0.551	1.192E-02	CD68 antigen
CSNRP2	1.465	0.551	6.682E-05	
RHBDL1	1.463	0.549	9.124E-02	Rhomboid, veinlet-like 1 (Drosophila)
PPM2C	1.463	0.549	8.233E-07	
PTGDS2	1.463	0.549	2.123E-01	
LOC100043257	1.462	0.548	3.652E-01	
PDGFA	1.461	0.547	2.523E-02	
MTPN	1.46	0.546	2.008E-02	Myotrophin
SULT4A1	1.459	0.545	8.936E-07	Sulfotransferase family 4A, member 1
HNRNPA2B1	1.459	0.545	3.902E-01	Heterogeneous nuclear ribonucleoprotein A2/B1
A230050P20RIK	1.459	0.545	1.146E-02	
ARHGEF15	1.458	0.544	4.953E-02	Rho guanine nucleotide exchange factor (GEF) 15
WSB2	1.457	0.543	2.641E-03	WD repeat and SOCS box-containing 2
LOC100045019	1.457	0.543	2.039E-04	
LPHN3	1.457	0.543	1.674E-02	
KLC2	1.456	0.542	2.383E-01	Kinesin light chain 2
CCDC132	1.455	0.541	9.346E-02	
KIF21A	1.455	0.541	1.458E-01	Transcribed locus
BBS2	1.455	0.541	4.816E-01	Bardet-Biedl syndrome 2 homolog (human)
SHD	1.455	0.541	5.891E-04	
KHK	1.454	0.54	2.071E-01	
SIRT3	1.454	0.54	9.557E-03	
COL5A1	1.454	0.54	9.671E-02	Procollagen, type V, alpha 1
LOC100046068	1.454	0.54	1.378E-03	
RNF214	1.453	0.539	2.893E-02	Ring finger protein 214
GJB6	1.453	0.539	6.209E-03	Gap junction protein, beta 6
RAB5A	1.453	0.539	2.652E-01	RAB5A, member RAS oncogene family
TMEM63B	1.451	0.537	2.997E-02	Transmembrane protein 63b
STX8	1.449	0.535	8.810E-02	Syntaxin 8
ADCY6	1.448	0.535	1.726E-02	Adenylate cyclase 6
BCS1L	1.448	0.534	1.200E-02	BCS1-like (yeast)
PNCK	1.447	0.533	4.227E-03	Pregnancy upregulated non-ubiquitously expressed CaM kinase
DYNC2LI1	1.447	0.533	2.725E-02	Dynein cytoplasmic 2 light intermediate chain 1
PPFIA3	1.446	0.532	4.029E-02	Transcribed locus, weakly similar to XP_001489429.1 hypothetical protein [Equus caballus]
G6PC3	1.445	0.531	4.364E-02	Glucose 6 phosphatase, catalytic, 3
6430510M02RIK	1.444	0.53	7.226E-04	
GALT	1.444	0.53	1.166E-03	Transcribed locus
MAPK8IP2	1.444	0.53	4.460E-03	Mitogen-activated protein kinase 8 interacting protein 2
GLS2	1.443	0.53	3.732E-03	Glutaminase 2 (liver, mitochondrial)
JUNB	1.441	0.527	4.931E-01	Jun-B oncogene
BC050811	1.44	0.526	4.951E-02	
GNAZ	1.44	0.526	2.755E-02	Guanine nucleotide binding protein, alpha z subunit
CLEC4A3	1.44	0.526	2.224E-02	C-type lectin domain family 4, member a3
PSCD4	1.44	0.526	3.607E-01	
AK5	1.439	0.525	1.523E-02	Adenylate kinase 5
IRF2	1.438	0.525	3.231E-07	Transcribed locus
GSTO1	1.438	0.524	2.119E-01	Glutathione S-transferase omega 1
CBR3	1.438	0.524	2.777E-02	Carbonyl reductase 3
MAT2B	1.438	0.524	8.052E-02	Methionine adenosyltransferase II, beta
BC066028	1.437	0.523	5.239E-02	
CRYL1	1.436	0.522	6.074E-02	Crystallin, lambda 1
SERGEF	1.436	0.522	6.825E-02	Secretion regulating guanine nucleotide exchange factor
FMN2	1.435	0.521	2.471E-01	Formin 2
ZMAT3	1.435	0.521	5.973E-03	Zinc finger matrin type 3
NOPE	1.433	0.519	8.743E-04	
TFRC	1.433	0.519	6.571E-04	Transferrin receptor
TBL1X	1.432	0.518	3.441E-01	
LRFN2	1.431	0.517	1.399E-02	Leucine rich repeat and fibronectin type III domain containing 2
D4BWG1540E	1.43	0.516	2.331E-03	
LPXN	1.43	0.516	8.081E-02	
POU6F1	1.43	0.516	1.682E-05	POU domain, class 6, transcription factor 1
FUBP3	1.429	0.515	9.354E-05	Far upstream element (FUSE) binding protein 3
CSF2RA	1.428	0.514	5.775E-02	
MIDN	1.428	0.514	1.330E-03	Midnolin
MZF1	1.427	0.513	2.127E-01	
CUGBP1	1.426	0.512	2.325E-01	
WAS	1.426	0.512	2.148E-01	Wiskott-Aldrich syndrome homolog (human)
1810055G02RIK	1.425	0.511	4.033E-04	RIKEN cDNA 1810055G02 gene
HAPLN4	1.425	0.511	9.746E-03	Hyaluronan and proteoglycan link protein 4
ZFP46	1.425	0.511	3.840E-03	Zinc finger protein 46
GRIK5	1.425	0.511	1.216E-02	Glutamate receptor, ionotropic, kainate 5 (gamma 2)
NCKIPSD	1.424	0.51	1.076E-01	NCK interacting protein with SH3 domain
5830427D03RIK	1.423	0.509	1.744E-01	
SMC5L1	1.422	0.508	4.652E-01	
BC003236	1.422	0.508	9.345E-03	
PPP3R1	1.422	0.508	1.765E-03	Transcribed locus
DDX51	1.421	0.507	1.558E-02	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51
PI4KA	1.421	0.507	2.084E-01	Phosphatidylinositol 4-kinase, catalytic, alpha polypeptide
NPY1R	1.421	0.507	1.166E-02	Neuropeptide Y receptor Y1
CSTF2	1.421	0.507	6.409E-03	Transcribed locus
EXT1	1.42	0.506	1.127E-03	Exostoses (multiple) 1
ARMC9	1.418	0.504	1.474E-02	Armadillo repeat containing 9
GM347	1.418	0.503	1.563E-01	
JAG2	1.418	0.503	3.473E-02	Jagged 2
MAP4K2	1.417	0.503	4.369E-02	Transcribed locus
4833424O15RIK	1.417	0.503	9.163E-02	Transcribed locus
VKORC1L1	1.417	0.502	1.227E-01	Transcribed locus
HISPPD1	1.416	0.502	3.144E-03	
SCG2	1.415	0.501	3.113E-02	Secretogranin II
PHKA2	1.415	0.501	5.365E-02	Phosphorylase kinase alpha 2
SH3GLB2	1.415	0.501	5.250E-04	
CAPZB	1.414	0.5	9.852E-02	Transcribed locus
HSPA8	1.412	0.498	5.807E-01	Heat shock protein 8
4933439C20RIK	1.412	0.498	4.187E-04	
NCALD	1.411	0.497	2.080E-01	Neurocalcin delta
GNGT2	1.41	0.495	3.186E-02	
AI847670	1.409	0.495	1.045E-01	
DRBP1	1.408	0.494	9.952E-03	
RRP12	1.408	0.493	8.564E-04	
GPR177	1.408	0.493	1.525E-01	
GUK1	1.407	0.492	1.311E-02	
CD86	1.406	0.492	6.510E-02	
D3BWG0562E	1.405	0.491	5.165E-01	DNA segment, Chr 3, Brigham & Women's Genetics 0562 expressed
ARHGAP29	1.405	0.491	3.145E-02	Rho GTPase activating protein 29
6720467C03RIK	1.404	0.489	1.501E-02	
CELSR2	1.403	0.489	5.327E-03	Cadherin EGF LAG seven-pass G-type receptor 2
LAPTM5	1.403	0.488	2.283E-03	
TUBA4A	1.402	0.488	1.241E-01	Tubulin, alpha 4A
ABHD11	1.402	0.488	1.136E-03	Abhydrolase domain containing 11
ASPHD2	1.402	0.487	1.228E-03	Aspartate beta-hydroxylase domain containing 2
DCUN1D4	1.4	0.486	5.310E-03	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
MFAP2	1.4	0.485	4.820E-02	
GPR158	1.399	0.485	3.269E-03	G protein-coupled receptor 158
UBE2G1	1.399	0.485	3.329E-02	Transcribed locus
SEPT6	1.398	0.483	2.099E-02	Septin 6
MRPL3	1.397	0.482	4.272E-03	
SEMA4B	1.396	0.481	1.711E-02	Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (se
B4GALT1	1.395	0.48	4.653E-02	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1
PACSIN1	1.393	0.478	1.032E-04	Protein kinase C and casein kinase substrate in neurons 1
SFXN5	1.393	0.478	1.526E-02	Transcribed locus
BC024868	1.393	0.478	3.543E-01	
TMCO6	1.393	0.478	2.858E-01	Transmembrane and coiled-coil domains 6
TMEM38A	1.393	0.478	2.775E-02	
AKAP8L	1.391	0.477	2.571E-02	A kinase (PRKA) anchor protein 8-like
CSNK2A2	1.391	0.476	1.944E-01	
UBE2O	1.391	0.476	3.008E-05	Ubiquitin-conjugating enzyme E2O
RCCD1	1.39	0.475	1.060E-01	
FBXO31	1.39	0.475	1.525E-01	F-box protein 31
GTF3C3	1.39	0.475	1.790E-01	General transcription factor IIIC, polypeptide 3
DHPS	1.389	0.474	5.299E-02	Deoxyhypusine synthase
FAIM2	1.388	0.473	1.674E-02	Fas apoptotic inhibitory molecule 2
BAI3	1.387	0.472	3.597E-01	Brain-specific angiogenesis inhibitor 3
HTRA2	1.387	0.472	1.223E-01	HtrA serine peptidase 2
ICA1	1.387	0.472	9.845E-02	Islet cell autoantigen 1
KCNK4	1.386	0.471	2.198E-03	Potassium channel, subfamily K, member 4
CPT1C	1.386	0.471	5.485E-02	Carnitine palmitoyltransferase 1c
FEZF2	1.385	0.47	4.930E-03	
GPR37L1	1.385	0.47	1.108E-01	G protein-coupled receptor 37-like 1
ARMCX1	1.385	0.47	7.683E-03	Transcribed locus, strongly similar to NP_001068635.1 protein LOC504577 [Bos taurus]
SSBP2	1.385	0.47	9.355E-02	Single-stranded DNA binding protein 2
P2RY13	1.385	0.47	8.013E-03	Transcribed locus
DUSP6	1.385	0.469	1.800E-02	Dual specificity phosphatase 6
SCG3	1.384	0.469	9.223E-02	Secretogranin III
DDX25	1.383	0.468	7.977E-03	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25
SLC7A4	1.383	0.468	7.267E-04	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 4
ARL2BP	1.382	0.467	7.221E-02	ADP-ribosylation factor-like 2 binding protein
NRXN1	1.382	0.467	5.923E-02	Neurexin I
PMM1	1.381	0.466	1.039E-01	Phosphomannomutase 1
EML4	1.38	0.465	3.365E-02	Echinoderm microtubule associated protein like 4
2410005O16RIK	1.379	0.464	1.793E-01	
NUMB	1.379	0.464	2.272E-02	
GCN5L2	1.379	0.464	2.610E-01	
TSPAN3	1.378	0.463	3.540E-01	Transcribed locus
SLC1A1	1.378	0.463	8.472E-03	Solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), membe
ZBTB17	1.378	0.463	1.164E-02	Zinc finger and BTB domain containing 17
IRF1	1.378	0.462	1.396E-01	Transcribed locus
CPLX1	1.378	0.462	1.952E-05	Complexin 1
ABI3	1.377	0.462	4.444E-02	Transcribed locus, moderately similar to XP_001092436.1 similar to phosphatase, orphan 1 isoform 1
RTN1	1.377	0.462	1.288E-03	Reticulon 1
LOC100048372	1.377	0.461	5.138E-03	
LIMK1	1.376	0.461	1.283E-03	
DDX41	1.376	0.46	9.999E-04	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41
RALYL	1.375	0.459	1.432E-02	RALY RNA binding protein-like
PTPRS	1.374	0.459	3.599E-03	Protein tyrosine phosphatase, receptor type, S
UAP1	1.373	0.458	1.674E-01	UDP-N-acetylglucosamine pyrophosphorylase 1
FCGR3	1.373	0.457	1.389E-01	Fc receptor, IgG, low affinity III
GATAD1	1.373	0.457	5.850E-02	GATA zinc finger domain containing 1
RASA2	1.372	0.457	4.514E-01	RAS p21 protein activator 2
RAB6B	1.371	0.456	1.894E-02	RAB6B, member RAS oncogene family
SLC2A8	1.371	0.455	6.671E-02	
DHCR24	1.371	0.455	2.018E-01	24-dehydrocholesterol reductase
PPM1K	1.37	0.454	1.739E-01	Protein phosphatase 1K (PP2C domain containing)
IVNS1ABP	1.369	0.454	4.893E-02	Influenza virus NS1A binding protein
RNASE4	1.368	0.453	2.570E-02	Ribonuclease, RNase A family 4
KIF5C	1.368	0.452	2.132E-03	Kinesin family member 5C
ANKRD6	1.368	0.452	1.901E-01	Ankyrin repeat domain 6
PSEN1	1.367	0.451	3.151E-01	Presenilin 1
PAPOLA	1.367	0.451	3.844E-01	Poly (A) polymerase alpha
ZMIZ2	1.366	0.45	2.508E-02	Zinc finger, MIZ-type containing 2
FAAH	1.365	0.449	6.407E-04	Fatty acid amide hydrolase
CIRH1A	1.365	0.449	1.123E-02	Transcribed locus
ZFHX2	1.365	0.449	5.650E-02	Zinc finger homeobox 2
GRB10	1.365	0.448	1.147E-01	Growth factor receptor bound protein 10
CDC42EP3	1.364	0.448	9.845E-02	CDC42 effector protein (Rho GTPase binding) 3
LOC100048413	1.364	0.448	1.476E-01	
PKIG	1.364	0.448	1.181E-01	Protein kinase inhibitor, gamma
LGMN	1.363	0.447	1.519E-02	Legumain
STMN4	1.363	0.447	4.795E-01	
4931440F15RIK	1.363	0.446	1.787E-01	RIKEN cDNA 4931440F15 gene
PIP4K2C	1.362	0.446	2.151E-05	Phosphatidylinositol-5-phosphate 4-kinase, type II, gamma
NDRG4	1.362	0.446	4.137E-02	N-myc downstream regulated gene 4
FCER1G	1.361	0.445	8.081E-02	
GPR17	1.359	0.443	6.873E-02	G protein-coupled receptor 17
5730410I19RIK	1.358	0.441	1.524E-02	
CD33	1.357	0.441	1.488E-01	CD33 antigen
PTPRD	1.357	0.44	3.821E-05	Protein tyrosine phosphatase, receptor type, D
TMEM169	1.356	0.439	9.457E-02	Transcribed locus
COQ10B	1.356	0.439	6.605E-03	Hypothetical protein LOC675736
RNPS1	1.356	0.439	5.720E-04	Ribonucleic acid binding protein S1
MARCH2	1.356	0.439	3.228E-01	Membrane-associated ring finger (C3HC4) 2
GPX2	1.355	0.438	1.139E-01	Glutathione peroxidase 2
ASB2	1.355	0.438	3.931E-01	Ankyrin repeat and SOCS box-containing protein 2
ACSL6	1.355	0.438	3.144E-03	Acyl-CoA synthetase long-chain family member 6
MYO5A	1.355	0.438	6.571E-04	Myosin Va
WDR22	1.354	0.438	7.693E-03	
IFNGR1	1.354	0.437	8.681E-02	Transcribed locus
RAB1B	1.354	0.437	2.440E-02	RAB1B, member RAS oncogene family
SQLE	1.354	0.437	2.046E-02	
TRIM37	1.353	0.437	3.236E-01	Tripartite motif protein 37
GNB1	1.353	0.436	2.689E-01	Guanine nucleotide binding protein, beta 1
2310067B10RIK	1.353	0.436	1.254E-01	RIKEN cDNA 2310067B10 gene
4833446K15RIK	1.352	0.435	3.302E-03	
RAB36	1.352	0.435	6.907E-02	Transcribed locus
