Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
SALL2	2.411	1.27	1.197E-08	Sal-like 2 (Drosophila)
CDC14B	2.407	1.267	1.448E-03	CDC14 cell division cycle 14 homolog B (S. cerevisiae)
MYH10	2.397	1.261	2.529E-07	Myosin, heavy polypeptide 10, non-muscle
ID4	2.395	1.26	1.355E-05	Inhibitor of DNA binding 4
6030419C18RIK	2.391	1.258	3.139E-07	RIKEN cDNA 6030419C18 gene
NTRK3	2.391	1.258	9.765E-09	Transcribed locus, weakly similar to XP_001114243.1 similar to neurotrophic tyrosine kinase, recept
3110057O12RIK	2.388	1.256	4.100E-03	Transcribed locus
HSD3B7	2.383	1.253	1.389E-12	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
MTMR11	2.381	1.252	2.283E-13	Myotubularin related protein 11
FNTB	2.371	1.246	6.569E-12	Farnesyltransferase, CAAX box, beta
BRPF1	2.367	1.243	9.101E-05	Bromodomain and PHD finger containing, 1
SLC12A5	2.366	1.242	6.484E-06	Solute carrier family 12, member 5
ELMO3	2.364	1.241	1.147E-05	Engulfment and cell motility 3, ced-12 homolog (C. elegans)
SLC35F3	2.36	1.239	1.805E-07	Solute carrier family 35, member F3
BBC3	2.359	1.238	1.475E-06	Bcl-2 binding component 3
HYI	2.358	1.238	9.195E-05	
9630058J23RIK	2.357	1.237	4.036E-08	
SLC25A33	2.355	1.236	1.435E-06	Solute carrier family 25, member 33
MYL1	2.354	1.235	6.439E-08	Transcribed locus, moderately similar to XP_001113910.1 similar to Myosin light polypeptide 3 (Myos
NAP1L5	2.354	1.235	2.424E-07	
H13	2.353	1.234	4.129E-07	
NARG1L	2.351	1.233	4.193E-10	
FXYD6	2.349	1.232	1.333E-12	Transcribed locus
CLTB	2.345	1.23	2.459E-11	Transcribed locus
USP52	2.345	1.229	7.249E-09	
REEP6	2.342	1.228	6.922E-09	Receptor accessory protein 6
1300018J18RIK	2.336	1.224	1.784E-05	
YOD1	2.33	1.22	3.763E-05	YOD1 OTU deubiquitinating enzyme 1 homologue (S. cerevisiae)
RHEBL1	2.326	1.218	4.586E-07	Ras homolog enriched in brain like 1
GPR85	2.32	1.214	1.690E-04	G protein-coupled receptor 85
DGCR2	2.318	1.213	5.355E-13	DiGeorge syndrome critical region gene 2
TIMM50	2.316	1.212	2.204E-08	Translocase of inner mitochondrial membrane 50 homolog (yeast)
DIS3L	2.316	1.212	1.508E-08	DIS3 mitotic control homolog (S. cerevisiae)-like
PTPN21	2.316	1.211	7.353E-05	Transcribed locus, weakly similar to XP_001106167.1 similar to protein tyrosine phosphatase, non-re
LRRC49	2.315	1.211	2.462E-10	
SERINC2	2.314	1.21	1.300E-10	Serine incorporator 2
FNBP1	2.31	1.208	2.595E-06	Transcribed locus
EML5	2.31	1.208	2.112E-03	Echinoderm microtubule associated protein like 5
GRIN2C	2.31	1.208	1.152E-04	
D930001I22RIK	2.309	1.207	1.603E-03	
TYRO3	2.308	1.206	1.102E-04	TYRO3 protein tyrosine kinase 3
ZC3H6	2.305	1.205	4.696E-07	Zinc finger CCCH type containing 6
ATP6V0E2	2.304	1.204	2.961E-05	ATPase, H+ transporting, lysosomal V0 subunit E2
ZCCHC3	2.3	1.202	2.367E-06	Zinc finger, CCHC domain containing 3
SPSB3	2.3	1.202	2.052E-11	
ANKRD39	2.299	1.201	1.291E-05	Ankyrin repeat domain 39
RBM8A	2.299	1.201	1.246E-06	RNA binding motif protein 8a
LOC100047353	2.291	1.196	1.637E-03	
USP47	2.289	1.195	3.018E-12	Ubiquitin specific peptidase 47
FABP3	2.287	1.193	1.108E-01	
ANK2	2.285	1.192	8.592E-07	Ankyrin 2, brain
CRBN	2.281	1.19	1.744E-03	Cereblon
LZTS2	2.276	1.187	2.341E-04	Leucine zipper, putative tumor suppressor 2
ITPR3	2.276	1.187	1.425E-09	Transcribed locus, weakly similar to NP_002213.1 1,4,5-triphosphate receptor, type 1 [Homo sapiens]
TOB1	2.267	1.181	2.156E-05	Transducer of ErbB-2.1
LGI4	2.266	1.18	2.616E-06	Leucine-rich repeat LGI family, member 4
LSAMP	2.265	1.18	1.236E-05	Transcribed locus
SLCO2A1	2.264	1.179	1.598E-10	Solute carrier organic anion transporter family, member 2a1
EML3	2.262	1.178	9.114E-08	Echinoderm microtubule associated protein like 3
ATP2A2	2.262	1.177	3.635E-06	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
ETS2	2.261	1.177	3.841E-10	E26 avian leukemia oncogene 2, 3' domain
KCNH2	2.258	1.175	7.980E-05	Potassium voltage-gated channel, subfamily H (eag-related), member 2
NAB1	2.249	1.169	3.342E-05	Ngfi-A binding protein 1
INPP5E	2.245	1.167	4.781E-08	Inositol polyphosphate-5-phosphatase E
ZRANB1	2.244	1.166	3.768E-08	Transcribed locus
TMEM132C	2.24	1.163	2.056E-09	
FLYWCH2	2.239	1.163	6.223E-08	
TMEM8	2.233	1.159	2.020E-06	Transmembrane protein 8 (five membrane-spanning domains)
NRXN1	2.232	1.159	7.895E-07	Neurexin I
DGKQ	2.23	1.157	5.323E-04	
ST3GAL2	2.223	1.153	2.288E-04	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
TMEM9	2.223	1.153	5.133E-10	Transmembrane protein 9
ADCY8	2.223	1.152	6.741E-05	Adenylate cyclase 8
ZW10	2.22	1.151	1.573E-07	
REV1	2.218	1.15	1.803E-06	REV1 homolog (S. cerevisiae)
PSEN2	2.217	1.148	3.098E-13	Presenilin 2
ADARB1	2.215	1.147	4.400E-11	Adenosine deaminase, RNA-specific, B1
PKD2	2.214	1.146	3.625E-03	Polycystic kidney disease 2
RUNX1T1	2.212	1.146	2.221E-03	Transcribed locus
CHST10	2.211	1.145	2.595E-06	Transcribed locus
BC029214	2.209	1.144	1.455E-05	
SEMA4F	2.208	1.143	8.383E-08	Sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain
KLF9	2.205	1.14	2.185E-07	Kruppel-like factor 9
PCMTD2	2.204	1.14	4.254E-08	Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
LMNB1	2.203	1.139	1.590E-05	Lamin B1
HHATL	2.199	1.137	4.983E-04	Hedgehog acyltransferase-like
SNAPC3	2.198	1.136	5.350E-15	
ST5	2.19	1.131	1.767E-09	Suppression of tumorigenicity 5
CCRK	2.189	1.13	3.714E-08	
WRB	2.185	1.128	2.206E-09	Tryptophan rich basic protein
GRAMD4	2.184	1.127	1.792E-05	Transcribed locus
BC038286	2.182	1.126	1.749E-03	
AP2A2	2.182	1.126	1.063E-04	Adaptor protein complex AP-2, alpha 2 subunit
MCOLN1	2.181	1.125	1.063E-08	
OSBP2	2.178	1.123	7.248E-04	
CISD1	2.178	1.123	3.943E-04	CDGSH iron sulfur domain 1
ALG2	2.177	1.122	3.324E-07	Asparagine-linked glycosylation 2 homolog (yeast, alpha-1,3-mannosyltransferase)
SCG2	2.169	1.117	8.861E-07	Secretogranin II
ATP2B3	2.167	1.116	1.584E-05	
SCN1A	2.167	1.115	2.919E-04	Transcribed locus, moderately similar to NP_956426.2 channel, voltage-gated, type I, alpha [Danio r
CDH22	2.161	1.112	2.793E-06	Cadherin 22
NDN	2.16	1.111	4.939E-06	Necdin
CCDC28B	2.155	1.108	4.835E-09	
B3GALT6	2.155	1.108	3.597E-06	Transcribed locus
LOC100047634	2.15	1.105	2.354E-05	
CCNC	2.149	1.103	1.895E-04	Cyclin C
B230380D07RIK	2.148	1.103	2.437E-03	
TMEM25	2.148	1.103	5.149E-11	Transmembrane protein 25
CUGBP1	2.147	1.102	5.470E-04	
SLC19A1	2.14	1.098	1.228E-05	Solute carrier family 19 (sodium/hydrogen exchanger), member 1
PLVAP	2.14	1.098	3.060E-08	Plasmalemma vesicle associated protein
CDC7	2.14	1.097	9.637E-08	
RNMT	2.138	1.096	4.420E-07	RNA (guanine-7-) methyltransferase
TRPC7	2.134	1.093	4.645E-06	Transient receptor potential cation channel, subfamily C, member 7
PDCD2	2.131	1.092	8.940E-04	
LOC100047606	2.131	1.092	3.574E-06	
HEY1	2.13	1.091	1.299E-06	Hairy/enhancer-of-split related with YRPW motif 1
CTSA	2.13	1.091	5.060E-04	Cathepsin A
P140	2.128	1.09	3.916E-03	
1110008F13RIK	2.126	1.088	3.925E-05	
TMEM120B	2.121	1.085	2.130E-05	Transmembrane protein 120B
CUL7	2.118	1.083	2.109E-04	Cullin 7
FLRT3	2.118	1.083	9.029E-07	Fibronectin leucine rich transmembrane protein 3
LRFN3	2.117	1.082	3.158E-06	Leucine rich repeat and fibronectin type III domain containing 3
TMEM126A	2.115	1.081	2.781E-06	Transmembrane protein 126A
GFOD1	2.114	1.08	2.822E-05	Glucose-fructose oxidoreductase domain containing 1
DUSP16	2.114	1.08	7.199E-08	
APEH	2.107	1.075	5.967E-13	
LOC100048020	2.107	1.075	2.697E-03	
SNX21	2.105	1.074	8.347E-08	Sorting nexin family member 21
PRKCDBP	2.105	1.074	3.787E-06	
GPSN2	2.103	1.073	6.741E-06	
LOC100047619	2.1	1.07	3.883E-10	
GJD2	2.098	1.069	5.940E-10	Gap junction protein, alpha 9
RPS15A	2.097	1.068	4.741E-09	Ribosomal protein S15a
PCDHA6	2.093	1.066	1.029E-07	Transcribed locus
RND2	2.093	1.066	5.452E-06	
TTC17	2.093	1.065	2.854E-10	Tetratricopeptide repeat domain 17
CBX7	2.092	1.065	6.504E-08	Transcribed locus
KNDC1	2.092	1.065	2.494E-10	Transcribed locus
VSNL1	2.09	1.064	1.208E-10	Visinin-like 1
1700025G04RIK	2.086	1.061	1.554E-05	
ADAM23	2.085	1.06	3.654E-13	A disintegrin and metallopeptidase domain 23
ZFP238	2.085	1.06	1.197E-09	
BC055107	2.083	1.059	2.051E-07	
PRPF38B	2.083	1.058	6.169E-03	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B
NFIC	2.079	1.056	1.938E-06	Nuclear factor I/C
LOC100047583	2.077	1.054	1.722E-05	
ETAA1	2.069	1.049	3.979E-07	Ewing's tumor-associated antigen 1
RRN3	2.068	1.049	7.881E-06	RRN3 RNA polymerase I transcription factor homolog (yeast)
ALKBH7	2.067	1.047	4.102E-06	
DIRAS1	2.066	1.047	5.715E-08	DIRAS family, GTP-binding RAS-like 1
1700084C01RIK	2.065	1.046	1.179E-03	RIKEN cDNA 1700084C01 gene
NDRG2	2.063	1.045	1.308E-03	N-myc downstream regulated gene 2
PSIP1	2.06	1.042	6.223E-09	PC4 and SFRS1 interacting protein 1
FXN	2.059	1.042	5.484E-04	
TCHP	2.058	1.041	7.920E-06	Trichoplein, keratin filament binding
POU2F1	2.056	1.04	2.343E-03	POU domain, class 2, transcription factor 1
TMEM57	2.055	1.039	9.305E-10	Transcribed locus
AGXT2L1	2.054	1.038	7.329E-07	
1600002K03RIK	2.054	1.038	7.474E-07	
CCDC100	2.053	1.038	2.182E-11	
TM2D3	2.051	1.037	8.566E-06	
ALDOC	2.051	1.036	1.151E-09	
NR1D2	2.051	1.036	3.910E-02	Nuclear receptor subfamily 1, group D, member 2
CNTN1	2.051	1.036	4.080E-08	Transcribed locus
1810048J11RIK	2.047	1.034	2.586E-03	
MAP3K1	2.047	1.033	2.868E-03	Mitogen activated protein kinase kinase kinase 1
4930535B03RIK	2.045	1.032	2.086E-06	
ST6GALNAC4	2.043	1.031	2.615E-03	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltran
BC029169	2.039	1.028	6.280E-06	
ABCG1	2.039	1.028	1.279E-04	ATP-binding cassette, sub-family G (WHITE), member 1
PACSIN3	2.038	1.027	4.578E-05	
5830415L20RIK	2.028	1.02	4.729E-05	
SLC1A3	2.024	1.017	1.600E-06	Transcribed locus
TRIM39	2.022	1.016	7.879E-09	Transcribed locus
VEGFA	2.018	1.013	2.552E-08	Vascular endothelial growth factor A
TSPAN17	2.018	1.013	3.997E-12	
PKIA	2.017	1.012	1.404E-05	Protein kinase inhibitor, alpha
SEPT6	2.016	1.011	1.000E-06	Septin 6
A530082C11RIK	2.016	1.011	1.639E-02	
SDC4	2.013	1.009	2.444E-04	Syndecan 4
1110001J03RIK	2.01	1.007	1.211E-05	
ITPKC	2.009	1.006	7.375E-07	
BDH1	2.006	1.004	1.062E-04	
SCG3	2.004	1.003	3.055E-05	Secretogranin III
BRP16	2.001	1.001	7.169E-11	
IGFBP5	2.001	1	8.503E-07	Insulin-like growth factor binding protein 5
TAPT1	1.997	0.998	9.446E-12	Transmembrane anterior posterior transformation 1
COX7A1	1.996	0.997	3.707E-01	
SLC6A13	1.992	0.995	6.426E-05	Solute carrier family 6 (neurotransmitter transporter, GABA), member 13
STEAP2	1.988	0.991	2.749E-07	Six transmembrane epithelial antigen of prostate 2
PPM1L	1.987	0.991	1.251E-05	Protein phosphatase 1 (formerly 2C)-like
TIPIN	1.983	0.988	1.914E-04	Timeless interacting protein
GMPPA	1.983	0.987	2.048E-03	GDP-mannose pyrophosphorylase A
S100A9	1.977	0.983	1.376E-01	S100 calcium binding protein A9 (calgranulin B)
STARD4	1.976	0.982	9.002E-05	Transcribed locus
9430029K10RIK	1.971	0.979	2.048E-06	
STXBP1	1.971	0.979	6.483E-10	Syntaxin binding protein 1
RNF208	1.968	0.977	1.014E-07	Ring finger protein 208
SNX16	1.967	0.976	4.642E-04	
COX6A2	1.966	0.975	4.948E-01	
RSN	1.966	0.975	1.373E-05	
HEG1	1.965	0.975	1.500E-06	
SYT11	1.956	0.968	9.282E-03	Synaptotagmin XI
1200015F23RIK	1.955	0.967	2.719E-10	
PGM2	1.955	0.967	3.098E-02	Transcribed locus
LYNX1	1.954	0.967	6.516E-08	Ly6/neurotoxin 1
VBP1	1.953	0.966	3.653E-05	Von Hippel-Lindau binding protein 1
ARL6	1.951	0.964	7.805E-05	
MAGEE1	1.949	0.963	3.255E-10	Melanoma antigen, family E, 1
D9WSU20E	1.949	0.963	2.883E-07	
SLC6A1	1.948	0.962	5.775E-08	Transcribed locus
WNK2	1.947	0.961	3.200E-02	WNK lysine deficient protein kinase 2
BC017158	1.946	0.961	6.214E-04	
GM50	1.943	0.958	7.229E-09	
LOC100046891	1.943	0.958	6.196E-04	
LOC100048721	1.941	0.957	1.254E-05	
PODXL2	1.941	0.957	4.672E-09	Podocalyxin-like 2
UBR1	1.941	0.956	9.698E-07	Ubiquitin protein ligase E3 component n-recognin 1
DNMT1	1.939	0.955	6.757E-06	
MGST3	1.938	0.955	9.438E-05	
TRIM32	1.937	0.954	1.676E-07	Tripartite motif protein 32
LRP1	1.937	0.954	7.446E-03	Low density lipoprotein receptor-related protein 1
IL17RE	1.937	0.954	1.596E-08	Interleukin 17 receptor E
DBI	1.937	0.954	3.225E-04	
ZFP574	1.93	0.949	4.415E-03	
TPBG	1.93	0.949	2.402E-03	Trophoblast glycoprotein
FEN1	1.929	0.948	3.204E-04	Flap structure specific endonuclease 1
SPATA7	1.929	0.948	3.188E-05	
BC022224	1.928	0.947	2.658E-06	
2810021B07RIK	1.927	0.946	1.704E-04	
PIGF	1.926	0.946	7.266E-10	Phosphatidylinositol glycan anchor biosynthesis, class F
D630014A15RIK	1.924	0.944	2.767E-04	
INSIG2	1.924	0.944	3.395E-08	Insulin induced gene 2
CIAPIN1	1.924	0.944	8.534E-06	Cytokine induced apoptosis inhibitor 1
DTX1	1.92	0.941	3.315E-05	Deltex 1 homolog (Drosophila)
1110007A13RIK	1.919	0.941	9.179E-07	
MCM4	1.919	0.94	7.428E-05	Minichromosome maintenance deficient 4 homolog (S. cerevisiae)
ATP9A	1.919	0.94	1.482E-04	ATPase, class II, type 9A
EXOC3L	1.918	0.939	1.687E-06	Exocyst complex component 3-like
ILVBL	1.916	0.938	2.741E-10	
4631426J05RIK	1.915	0.938	4.707E-04	
FBXW8	1.913	0.936	6.201E-05	F-box and WD-40 domain protein 8
ABCA2	1.912	0.935	2.340E-02	ATP-binding cassette, sub-family A (ABC1), member 2
ADAM11	1.912	0.935	1.219E-06	A disintegrin and metallopeptidase domain 11
TBP	1.908	0.932	7.111E-04	TATA box binding protein
ACTC1	1.908	0.932	5.795E-01	Actin, alpha, cardiac
LIMK2	1.907	0.931	1.978E-04	LIM motif-containing protein kinase 2
SLC6A9	1.907	0.931	7.361E-08	Solute carrier family 6 (neurotransmitter transporter, glycine), member 9
SFXN5	1.901	0.926	1.845E-06	Transcribed locus
IRF2BP1	1.901	0.926	1.861E-03	Interferon regulatory factor 2 binding protein 1
SLC25A19	1.9	0.926	1.939E-07	Solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
2810432L12RIK	1.899	0.925	3.057E-04	
POLD2	1.898	0.925	3.817E-04	Polymerase (DNA directed), delta 2, regulatory subunit
RDH5	1.898	0.924	2.526E-02	Retinol dehydrogenase 5
OSBPL6	1.897	0.924	6.734E-06	Oxysterol binding protein-like 6
HGSNAT	1.897	0.924	2.632E-13	Heparan-alpha-glucosaminide N-acetyltransferase
FBXO9	1.897	0.924	4.373E-08	F-box protein 9
CD47	1.893	0.921	7.802E-07	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
SLC7A10	1.892	0.92	2.127E-04	Solute carrier family 7 (cationic amino acid transporter, y+ system), member 10
DOLPP1	1.892	0.92	5.580E-04	Dolichyl pyrophosphate phosphatase 1
CHGA	1.89	0.918	3.629E-04	Transcribed locus, weakly similar to XP_001092629.1 similar to chromogranin A precursor [Macaca mul
2310003L22RIK	1.887	0.916	5.635E-06	
SERPINI1	1.887	0.916	4.918E-02	Transcribed locus
RORC	1.884	0.914	2.919E-04	RAR-related orphan receptor gamma
GMCL1	1.883	0.913	1.005E-05	Germ cell-less homolog 1 (Drosophila)
SIAT9	1.882	0.912	4.921E-05	
BTG1	1.881	0.912	2.597E-09	B-cell translocation gene 1, anti-proliferative
PEX16	1.881	0.912	2.767E-04	
NUMA1	1.881	0.911	2.522E-03	Nuclear mitotic apparatus protein 1
MAST1	1.879	0.91	3.529E-07	Microtubule associated serine/threonine kinase 1
2310047C04RIK	1.878	0.91	1.964E-06	
5730469M10RIK	1.878	0.909	2.259E-05	
D230007K08RIK	1.876	0.908	2.347E-03	
LCA5	1.875	0.907	3.071E-05	Leber congenital amaurosis 5 (human)
YIF1B	1.875	0.907	3.528E-05	Yip1 interacting factor homolog B (S. cerevisiae)
CKAP5	1.874	0.906	5.456E-07	Cytoskeleton associated protein 5
IBTK	1.873	0.906	6.642E-04	Inhibitor of Bruton agammaglobulinemia tyrosine kinase
JMJD3	1.87	0.903	1.238E-02	
SMC1A	1.869	0.902	1.257E-06	Structural maintenance of chromosomes 1A
GPHN	1.868	0.901	8.251E-10	
TRPC2	1.867	0.901	2.100E-05	Transient receptor potential cation channel, subfamily C, member 2
C1QDC2	1.866	0.9	4.891E-04	
ALOXE3	1.866	0.9	3.727E-04	
APPBP1	1.866	0.9	5.229E-11	
ZNHIT3	1.864	0.898	1.991E-05	
LOC100047393	1.861	0.896	4.334E-08	
DDT	1.859	0.895	2.980E-07	
PPP1R3F	1.859	0.895	5.140E-04	Protein phosphatase 1, regulatory (inhibitor) subunit 3F
9330186A19RIK	1.859	0.894	1.103E-09	
ARL6IP2	1.859	0.894	4.728E-05	
ZFP30	1.858	0.894	6.324E-04	Transcribed locus
ARAF	1.856	0.892	3.591E-07	
HEXIM1	1.855	0.891	3.811E-03	Transcribed locus
AW049604	1.853	0.889	3.712E-05	
CCDC43	1.852	0.889	7.086E-06	Coiled-coil domain containing 43
PHYHIP	1.85	0.888	3.553E-02	Phytanoyl-CoA hydroxylase interacting protein
ADORA1	1.849	0.887	1.971E-09	Adenosine A1 receptor
NUDT11	1.848	0.886	3.088E-03	Nudix (nucleoside diphosphate linked moiety X)-type motif 11
NLGN2	1.848	0.886	3.464E-06	Neuroligin 2
PIGO	1.845	0.884	1.119E-08	Phosphatidylinositol glycan anchor biosynthesis, class O
MGP	1.845	0.883	4.374E-02	
EFHD1	1.844	0.883	7.161E-06	EF hand domain containing 1
MAP3K12	1.844	0.883	1.735E-12	Mitogen activated protein kinase kinase kinase 12
SEMA3F	1.843	0.882	6.700E-05	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F
5730410E15RIK	1.842	0.882	5.328E-08	
CCDC3	1.841	0.881	1.345E-04	Coiled-coil domain containing 3
ACSL6	1.841	0.881	3.523E-08	Acyl-CoA synthetase long-chain family member 6
ARMC8	1.839	0.879	7.925E-02	Transcribed locus
2310002B06RIK	1.836	0.877	1.305E-03	
NOMO1	1.835	0.876	8.585E-04	Nodal modulator 1
ZIC4	1.834	0.875	1.776E-08	Transcribed locus
RABAC1	1.833	0.874	8.652E-06	
CTDSP2	1.832	0.874	3.254E-05	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
2610003J06RIK	1.832	0.873	1.969E-06	
BMPR1A	1.832	0.873	1.638E-03	Bone morphogenetic protein receptor, type 1A
KCNAB1	1.832	0.873	4.426E-05	Potassium voltage-gated channel, shaker-related subfamily, beta member 1
ARHGEF15	1.831	0.873	3.233E-04	Rho guanine nucleotide exchange factor (GEF) 15
TUFT1	1.831	0.872	1.242E-03	Tuftelin 1
ST3GAL5	1.83	0.872	6.721E-07	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ABHD14B	1.824	0.867	5.099E-09	Abhydrolase domain containing 14b
SPOCK3	1.824	0.867	3.195E-03	Sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3
CML1	1.824	0.867	5.758E-04	
MAPK8IP2	1.821	0.865	2.870E-06	Mitogen-activated protein kinase 8 interacting protein 2
PHPT1	1.82	0.864	1.473E-10	
PDSS1	1.82	0.864	6.827E-03	Prenyl (solanesyl) diphosphate synthase, subunit 1
LSM6	1.82	0.864	2.168E-04	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)
EBP	1.82	0.864	1.805E-07	Phenylalkylamine Ca2+ antagonist (emopamil) binding protein
RFTN2	1.82	0.864	1.017E-04	Raftlin family member 2
LGI3	1.82	0.864	1.987E-08	Leucine-rich repeat LGI family, member 3
SLC29A1	1.818	0.862	7.896E-03	Solute carrier family 29 (nucleoside transporters), member 1
GRIA4	1.817	0.862	5.018E-05	Glutamate receptor, ionotropic, AMPA4 (alpha 4)
4922503N01RIK	1.817	0.862	9.041E-07	
TUBA4A	1.815	0.86	8.050E-04	Tubulin, alpha 4A
LOC100045241	1.815	0.86	1.435E-02	
HIRIP3	1.814	0.859	3.896E-05	HIRA interacting protein 3
C1GALT1C1	1.812	0.858	3.072E-03	C1GALT1-specific chaperone 1
HBA-A1	1.81	0.856	3.352E-01	Transcribed locus, moderately similar to XP_001094404.1 similar to alpha 2 globin [Macaca mulatta]
ELOVL6	1.81	0.856	9.872E-05	ELOVL family member 6, elongation of long chain fatty acids (yeast)
CENTG2	1.809	0.855	2.720E-09	
AMIGO1	1.808	0.855	7.588E-04	Adhesion molecule with Ig like domain 1
TMEM109	1.808	0.855	3.419E-04	Transmembrane protein 109
MT1	1.808	0.855	5.227E-08	Metallothionein 1
2310001A20RIK	1.802	0.849	1.804E-05	
INPP5F	1.801	0.849	2.873E-03	Inositol polyphosphate-5-phosphatase F
2610024G14RIK	1.801	0.849	8.317E-04	
HPCAL1	1.796	0.845	7.353E-05	Hippocalcin-like 1
SLCO4A1	1.795	0.844	2.315E-03	Solute carrier organic anion transporter family, member 4a1
PFKP	1.795	0.844	1.882E-02	
S100A11	1.795	0.844	2.675E-02	Predicted gene, EG665509
EEF2K	1.794	0.843	1.083E-05	Eukaryotic elongation factor-2 kinase
HES6	1.794	0.843	1.670E-04	
SP5	1.791	0.841	8.342E-09	Trans-acting transcription factor 5
ABAT	1.791	0.841	1.386E-06	4-aminobutyrate aminotransferase
ZFP612	1.79	0.84	3.452E-06	Transcribed locus, moderately similar to XP_001099486.1 similar to zinc finger protein 23 [Macaca m
D030011O10RIK	1.79	0.84	6.556E-03	
SGSM1	1.787	0.837	2.920E-05	Small G protein signaling modulator 1
RNF103	1.785	0.836	6.460E-10	Ring finger protein 103
SCL33870.2_144	1.785	0.836	9.595E-03	
HNRPM	1.784	0.835	8.711E-07	
PEG3	1.782	0.834	1.176E-07	Paternally expressed 3
LOC100045522	1.782	0.833	7.598E-07	
BAI3	1.78	0.832	1.660E-02	Brain-specific angiogenesis inhibitor 3
CLIP1	1.78	0.832	6.675E-05	CAP-GLY domain containing linker protein 1
MGAT4B	1.777	0.83	4.391E-03	
USP28	1.776	0.829	3.157E-03	Ubiquitin specific peptidase 28
NFIB	1.776	0.828	2.432E-05	
SDF4	1.775	0.828	3.434E-06	Stromal cell derived factor 4
PRKCZ	1.773	0.826	7.448E-12	Protein kinase C, zeta
CYGB	1.772	0.825	2.368E-02	Cytoglobin
DDX20	1.771	0.824	1.111E-06	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20
NAPA	1.77	0.824	4.182E-05	N-ethylmaleimide sensitive fusion protein attachment protein alpha
PAPD1	1.77	0.823	8.492E-03	
SLC25A25	1.77	0.823	4.579E-03	
DEXI	1.768	0.822	6.639E-04	Dexamethasone-induced transcript
LRRN2	1.767	0.821	4.631E-02	Leucine rich repeat protein 2, neuronal
LRP11	1.766	0.821	1.669E-06	Low density lipoprotein receptor-related protein 11
ARL6IP5	1.766	0.82	4.826E-03	ADP-ribosylation factor-like 6 interacting protein 5
BOLA3	1.764	0.819	3.718E-03	BolA-like 3 (E. coli)
GRIN1	1.763	0.818	8.690E-03	Transcribed locus, strongly similar to NP_067544.1 receptor 1 isoform NR1-2 precursor [Homo sapiens
RAB3A	1.762	0.817	5.835E-06	Transcribed locus
TEX2	1.762	0.817	1.273E-02	Testis expressed gene 2
BDNF	1.76	0.816	1.460E-03	Brain derived neurotrophic factor
TGOLN1	1.76	0.816	1.327E-04	Trans-golgi network protein
TMEM35	1.76	0.816	1.753E-05	Transmembrane protein 35
CLIC4	1.759	0.815	3.375E-04	Chloride intracellular channel 4 (mitochondrial)
FBXL12	1.758	0.814	6.338E-07	Transcribed locus
9130422G05RIK	1.757	0.813	4.347E-03	
VLDLR	1.756	0.812	7.545E-08	Transcribed locus
RTN1	1.755	0.812	9.167E-08	Reticulon 1
ASF1A	1.755	0.812	7.440E-06	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
ATF5	1.753	0.81	3.063E-03	Activating transcription factor 5
CFL1	1.75	0.808	1.531E-03	Cofilin 1, non-muscle
USP1	1.75	0.808	9.305E-06	Ubiquitin specific peptdiase 1
BTBD14A	1.75	0.807	5.684E-08	
ZMIZ1	1.749	0.807	3.880E-02	Zinc finger, MIZ-type containing 1
PHF2	1.748	0.806	4.046E-04	PHD finger protein 2
SEZ6L	1.747	0.805	6.044E-10	Seizure related 6 homolog like
EPM2AIP1	1.743	0.801	5.470E-05	EPM2A (laforin) interacting protein 1
TMCO3	1.742	0.801	2.050E-03	Transmembrane and coiled-coil domains 3
SEZ6L2	1.738	0.798	6.808E-02	Seizure related 6 homolog like 2
