Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
AI467606	2.014	1.01	1.577E-04	Expressed sequence AI467606
IFI27	2.013	1.01	7.997E-03	
KALRN	2.013	1.009	7.401E-08	
SLC25A37	2.012	1.009	2.086E-05	
B3GALT5	2.011	1.008	4.148E-06	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5
ELOVL1	2.011	1.008	5.615E-08	
NPC2	2.009	1.007	4.443E-06	Niemann Pick type C2
GCNT1	2.009	1.006	1.166E-03	Glucosaminyl (N-acetyl) transferase 1, core 2
SNX15	2.009	1.006	2.212E-06	Sorting nexin 15
INPPL1	2.008	1.006	5.064E-09	Inositol polyphosphate phosphatase-like 1
RBP1	2.007	1.005	3.550E-03	Retinol binding protein 1, cellular
ANG	2.007	1.005	1.140E-04	
LOC100046883	2.006	1.005	3.435E-05	
GRHPR	2.004	1.003	1.207E-04	Glyoxylate reductase/hydroxypyruvate reductase
WDR20A	2.003	1.002	2.660E-05	
CYP4F13	2.003	1.002	1.934E-09	Cytochrome P450, family 4, subfamily f, polypeptide 13
TRP53	2.001	1.001	2.045E-05	
SLC12A2	2.001	1.001	4.030E-14	Solute carrier family 12, member 2
RIN3	2	1	7.092E-06	Ras and Rab interactor 3
SCARB2	1.999	0.999	5.513E-03	
BC043118	1.998	0.999	7.797E-10	
LY9	1.996	0.997	4.878E-07	Lymphocyte antigen 9
SNX18	1.996	0.997	1.360E-06	Sorting nexin associated golgi protein 1
PPNR	1.993	0.995	9.122E-07	
ARHGEF6	1.993	0.995	1.900E-07	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6
UNC5B	1.99	0.993	1.924E-03	Unc-5 homolog B (C. elegans)
MSR2	1.99	0.993	1.012E-04	
TLE4	1.987	0.99	1.794E-08	Transducin-like enhancer of split 4, homolog of Drosophila E(spl)
SLC29A3	1.985	0.989	2.690E-05	Solute carrier family 29 (nucleoside transporters), member 3
C230093N12RIK	1.984	0.989	2.160E-10	
RENBP	1.982	0.987	1.858E-05	
SEC11C	1.981	0.986	5.127E-03	
CENTA2	1.981	0.986	8.148E-03	
CAR2	1.981	0.986	5.820E-04	Carbonic anhydrase 2
DUSP16	1.98	0.985	7.944E-07	
ANXA3	1.98	0.985	2.002E-06	
PDE2A	1.978	0.984	1.318E-11	Phosphodiesterase 2A, cGMP-stimulated
PICALM	1.978	0.984	5.482E-03	Transcribed locus
LOC100046855	1.977	0.983	1.842E-05	
SCD1	1.976	0.983	4.727E-05	Stearoyl-Coenzyme A desaturase 1
FMNL3	1.973	0.98	3.828E-08	Formin-like 3
STARD13	1.97	0.978	2.436E-06	Serologically defined colon cancer antigen 13
GUSB	1.966	0.975	1.946E-03	Glucuronidase, beta
IGFBP2	1.966	0.975	2.873E-02	
WSCD1	1.966	0.975	2.857E-04	
NDE1	1.963	0.973	1.051E-05	
WRN	1.957	0.969	5.903E-04	
CHST7	1.957	0.969	8.993E-04	Carbohydrate (N-acetylglucosamino) sulfotransferase 7
TMED3	1.955	0.967	3.585E-03	
ST6GAL1	1.954	0.967	3.349E-06	Beta galactoside alpha 2,6 sialyltransferase 1
RNASE4	1.953	0.965	2.212E-06	Ribonuclease, RNase A family 4
H2-DMA	1.952	0.965	9.481E-04	Histocompatibility 2, class II, locus DMa
RPS3A	1.951	0.965	2.551E-02	ribosomal protein S3A
SLC46A1	1.95	0.963	1.636E-05	Solute carrier family 46, member 1
SGPL1	1.945	0.96	2.915E-04	Sphingosine phosphate lyase 1
ZFP2	1.945	0.96	3.346E-02	
ZDHHC9	1.945	0.96	3.137E-04	Transcribed locus
OSTF1	1.941	0.957	2.889E-05	Transcribed locus
NUDT7	1.94	0.956	1.465E-02	Nudix (nucleoside diphosphate linked moiety X)-type motif 7
TNFAIP8	1.94	0.956	7.311E-04	Transcribed locus
ASCC1	1.939	0.955	7.149E-05	Activating signal cointegrator 1 complex subunit 1
KCNE2	1.937	0.954	4.156E-03	Potassium voltage-gated channel, Isk-related subfamily, gene 2
RBAK	1.931	0.95	7.884E-03	RB-associated KRAB repressor
UAP1L1	1.93	0.948	9.032E-04	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1
FSCN1	1.929	0.948	4.557E-03	Fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus)
DYNLRB2	1.928	0.947	2.345E-05	
LRRC8	1.928	0.947	2.414E-05	
TES	1.927	0.947	1.801E-04	Transcribed locus
LY86	1.927	0.947	1.653E-05	
MTERF	1.927	0.947	2.235E-04	mitochondrial transcription termination factor
DTX4	1.925	0.945	2.768E-05	Deltex 4 homolog (Drosophila)
BC043301	1.924	0.944	9.137E-05	
DUSP6	1.923	0.943	2.664E-06	Dual specificity phosphatase 6
TSPO	1.923	0.943	5.827E-03	
GRIT	1.919	0.94	1.117E-04	
ITPK1	1.916	0.938	2.849E-04	
IL10RB	1.914	0.937	3.443E-04	Interleukin 10 receptor, beta
TGFBR1	1.914	0.937	4.809E-05	Transforming growth factor, beta receptor I
X99384	1.914	0.936	1.460E-05	
KLF6	1.912	0.935	1.054E-03	Kruppel-like factor 6
MUM1	1.911	0.935	1.224E-09	
LOC100044779	1.911	0.934	1.277E-05	
OBRGRP	1.911	0.934	1.781E-06	
3110004L20RIK	1.909	0.933	2.117E-06	
MAN2B1	1.907	0.932	2.229E-08	Mannosidase 2, alpha B1
HCLS1	1.907	0.931	1.065E-02	Hematopoietic cell specific Lyn substrate 1
SIGLECH	1.907	0.931	6.192E-06	Sialic acid binding Ig-like lectin H
SAMSN1	1.905	0.93	6.965E-04	SAM domain, SH3 domain and nuclear localization signals, 1
OLFML3	1.904	0.929	5.712E-05	Olfactomedin-like 3
POU2F2	1.903	0.928	1.421E-05	POU domain, class 2, transcription factor 2
LOC100047583	1.903	0.928	1.583E-04	
SLCO2B1	1.902	0.927	3.927E-08	Solute carrier organic anion transporter family, member 2b1
OTX2	1.901	0.927	1.336E-02	Transcribed locus
SNX1	1.901	0.927	3.349E-03	Transcribed locus
CKLF	1.9	0.926	9.724E-06	Chemokine-like factor
MS4A6D	1.9	0.926	3.560E-03	Membrane-spanning 4-domains, subfamily A, member 6D
RALB	1.897	0.924	1.610E-04	Transcribed locus
LRRK1	1.896	0.923	1.240E-03	Leucine-rich repeat kinase 1
DUSP7	1.895	0.922	1.065E-04	Dual specificity phosphatase 7
ADORA3	1.891	0.919	9.393E-04	Adenosine A3 receptor
EPB4.1L3	1.89	0.918	2.155E-09	Erythrocyte protein band 4.1-like 3
SOCS3	1.888	0.917	1.137E-01	Suppressor of cytokine signaling 3
SNX8	1.887	0.916	4.593E-03	Sorting nexin 8
SIRT2	1.881	0.912	6.020E-05	
TRIM26	1.878	0.909	2.040E-05	Tripartite motif protein 26
CD180	1.878	0.909	1.445E-04	CD180 antigen
LY96	1.876	0.907	4.709E-04	
TUBA6	1.873	0.905	7.141E-04	
SLC40A1	1.873	0.905	1.512E-04	Solute carrier family 40 (iron-regulated transporter), member 1
FCGR2B	1.873	0.905	8.951E-05	
SOX8	1.872	0.905	3.715E-06	SRY-box containing gene 8
NFATC1	1.872	0.904	6.266E-04	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
LMO2	1.87	0.903	3.786E-06	
NARG2	1.868	0.902	1.005E-02	Transcribed locus
5430432M24RIK	1.868	0.902	2.365E-03	
EMR1	1.867	0.901	1.371E-05	EGF-like module containing, mucin-like, hormone receptor-like sequence 1
TAP2	1.866	0.9	1.907E-02	
LGALS3	1.862	0.896	1.505E-03	Lectin, galactose binding, soluble 3
VBP1	1.858	0.894	1.603E-04	Von Hippel-Lindau binding protein 1
SLC16A6	1.858	0.894	7.600E-04	
SYT16	1.858	0.893	1.212E-06	
GALNT10	1.857	0.893	3.391E-05	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10
PMP22	1.857	0.893	1.889E-04	
SLC25A38	1.856	0.892	5.553E-09	
PSAT1	1.853	0.89	7.201E-07	Phosphoserine aminotransferase 1
LOH11CR2A	1.853	0.89	1.267E-03	
SUV420H1	1.852	0.889	5.883E-03	Transcribed locus
H2-M3	1.852	0.889	7.500E-04	Histocompatibility 2, M region locus 3
TSPAN14	1.85	0.888	1.822E-06	Tetraspanin 14
NELF	1.848	0.886	6.833E-09	
DCP1A	1.848	0.886	1.123E-03	Decapping enzyme
KCTD12	1.847	0.886	2.673E-04	Potassium channel tetramerisation domain containing 12
ABCB4	1.847	0.885	1.637E-04	ATP-binding cassette, sub-family B (MDR/TAP), member 4
KIF5A	1.847	0.885	6.205E-06	Kinesin family member 5A
NUAK2	1.846	0.884	3.861E-04	NUAK family, SNF1-like kinase, 2
LYZ	1.845	0.884	1.392E-05	lysozyme
SELPLG	1.844	0.883	3.185E-05	Selectin, platelet (p-selectin) ligand
RGS1	1.843	0.882	5.912E-02	Regulator of G-protein signaling 1
RHOBTB3	1.841	0.881	1.143E-02	Rho-related BTB domain containing 3
BC021790	1.841	0.88	3.805E-09	
AIFM2	1.839	0.879	5.299E-04	Apoptosis-inducing factor, mitochondrion-associated 2
P2RY13	1.838	0.878	1.671E-06	Transcribed locus
IL13RA1	1.837	0.878	2.672E-04	Interleukin 13 receptor, alpha 1
TMEM179B	1.837	0.877	6.917E-05	
ELF1	1.835	0.876	4.056E-03	E74-like factor 1
HYI	1.835	0.876	5.853E-03	
RBM47	1.835	0.876	8.219E-04	Transcribed locus
CLEC2D	1.833	0.874	2.436E-02	C-type lectin domain family 2, member d
VAMP8	1.832	0.874	4.060E-04	
AGPS	1.83	0.872	8.144E-03	Alkylglycerone phosphate synthase
SWAP70	1.828	0.871	6.872E-04	SWA-70 protein
PTGES3	1.828	0.871	1.607E-03	Prostaglandin E synthase 3 (cytosolic)
C630004H02RIK	1.827	0.869	1.779E-04	
DDIT3	1.825	0.868	5.277E-02	
RGS10	1.82	0.864	2.793E-06	Regulator of G-protein signalling 10
ITGB5	1.815	0.86	8.849E-03	
LOC100047934	1.813	0.858	2.341E-03	
CEBPB	1.812	0.858	1.758E-04	CCAAT/enhancer binding protein (C/EBP), beta
SH3GLB1	1.809	0.855	3.576E-05	SH3-domain GRB2-like B1 (endophilin)
1700019E19RIK	1.808	0.854	3.624E-06	
PTGDS2	1.808	0.854	1.243E-02	
TRIP6	1.807	0.853	3.064E-03	
SHC1	1.806	0.853	2.690E-05	Predicted gene, EG433158
6430411K18Rik	1.806	0.853	3.108E-05	
ACOT1	1.806	0.853	7.152E-03	Transcribed locus
SSPN	1.805	0.852	1.217E-01	Transcribed locus
FBXW17	1.804	0.852	3.415E-07	
HEXA	1.803	0.851	3.420E-07	Hexosaminidase A
TBC1D5	1.803	0.85	1.365E-03	TBC1 domain family, member 5
MAP4K4	1.803	0.85	2.005E-06	Mitogen-activated protein kinase kinase kinase kinase 4
DNAJB12	1.802	0.849	2.071E-04	DnaJ (Hsp40) homolog, subfamily B, member 12
FCHSD1	1.802	0.849	1.301E-04	FCH and double SH3 domains 1
NUDT4	1.801	0.849	2.127E-03	Nudix (nucleoside diphosphate linked moiety X)-type motif 4
PLEKHG2	1.8	0.848	9.736E-09	Pleckstrin homology domain containing, family G (with RhoGef domain) member 2
TJP1	1.799	0.848	5.544E-03	Transcribed locus, strongly similar to XP_001058833.1 similar to tight junction protein 1 [Rattus n
IRF1	1.799	0.847	9.800E-04	Transcribed locus
AIF1	1.799	0.847	7.099E-05	Allograft inflammatory factor 1
OTX1	1.797	0.845	4.873E-05	Orthodenticle homolog 1 (Drosophila)
IKZF1	1.791	0.841	3.753E-03	IKAROS family zinc finger 1
SSFA2	1.787	0.838	2.243E-07	Transcribed locus
ALOX5AP	1.786	0.837	2.598E-05	
ZFP36L1	1.785	0.836	1.988E-04	Zinc finger protein 36, C3H type-like 1
ABLIM2	1.783	0.834	7.720E-08	Actin-binding LIM protein 2
ENSMUSG00000053178	1.779	0.831	4.801E-04	
LOC100041703	1.779	0.831	2.166E-02	
TGFB1	1.777	0.83	1.056E-04	
GNAI2	1.775	0.828	8.001E-04	Guanine nucleotide binding protein, alpha inhibiting 2
TGM2	1.774	0.827	5.421E-04	Transglutaminase 2, C polypeptide
DLX1	1.774	0.827	3.536E-05	
SLC15A4	1.773	0.826	9.437E-05	
MYO18A	1.772	0.825	1.321E-04	Myosin XVIIIa
PLEKHA1	1.77	0.823	4.189E-10	Pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1
NUDT6	1.769	0.823	6.625E-07	
2310079N02RIK	1.769	0.823	2.572E-05	
RIC8B	1.767	0.821	1.306E-01	
GEMIN4	1.764	0.819	9.231E-04	Gem (nuclear organelle) associated protein 4
HIST1H2AO	1.759	0.815	6.454E-03	
STMN4	1.757	0.813	4.599E-02	
HEMK1	1.756	0.812	1.687E-05	
HPS1	1.753	0.81	1.561E-03	
MTUS1	1.753	0.81	4.201E-06	Mitochondrial tumor suppressor 1
SCAMP2	1.753	0.81	3.591E-06	Secretory carrier membrane protein 2
BNIP3L	1.753	0.81	4.777E-09	BCL2/adenovirus E1B interacting protein 3-like
FOSB	1.747	0.805	6.274E-02	FBJ osteosarcoma oncogene B
ARHGAP27	1.745	0.804	7.071E-04	RIKEN cDNA 5730442P18 gene
PTPRD	1.745	0.803	4.450E-10	Protein tyrosine phosphatase, receptor type, D
GSTA3	1.745	0.803	2.126E-03	Transcribed locus, moderately similar to XP_001108008.1 glutathione S-transferase A1 [Macaca mulatt
RPS5	1.744	0.802	1.674E-01	
GAMT	1.739	0.799	1.222E-05	
ACAA1A	1.739	0.798	3.046E-12	Acetyl-Coenzyme A acyltransferase 1A
HISPPD1	1.736	0.796	4.602E-06	
TMEM86A	1.736	0.796	3.536E-05	Transmembrane protein 86A
THA1	1.734	0.794	4.967E-02	
GANC	1.733	0.793	1.732E-05	
ATOX1	1.733	0.793	4.838E-03	
RNASET2	1.733	0.793	6.318E-06	ribonuclease T2
LYPLA3	1.732	0.793	2.322E-06	
VHLH	1.732	0.792	6.066E-04	
CYBA	1.73	0.791	3.903E-04	
GNG8	1.73	0.791	7.010E-07	
SAMD9L	1.73	0.791	1.218E-05	
PCYT1B	1.728	0.789	4.578E-04	Phosphate cytidylyltransferase 1, choline, beta isoform
H6PD	1.727	0.788	2.032E-04	Hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
LMF1	1.727	0.788	4.062E-05	
OTUD7B	1.726	0.788	3.523E-08	OTU domain containing 7B
MDGA2	1.726	0.788	1.568E-03	MAM domain containing glycosylphosphatidylinositol anchor 2
PSME1	1.726	0.788	2.176E-05	
CRYL1	1.725	0.787	1.359E-03	Crystallin, lambda 1
CTDSPL	1.725	0.786	2.895E-04	Transcribed locus
DTNB	1.724	0.786	6.907E-04	
PRCP	1.723	0.785	1.015E-06	Transcribed locus
RAB40C	1.722	0.784	2.550E-09	
IFNGR1	1.722	0.784	3.948E-04	Transcribed locus
D15ERTD621E	1.721	0.783	2.923E-05	DNA segment, Chr 15, ERATO Doi 621, expressed
SKIL	1.72	0.782	5.379E-05	
SLC10A3	1.72	0.782	6.626E-04	Solute carrier family 10 (sodium/bile acid cotransporter family), member 3
SST	1.719	0.782	3.398E-04	
LSM10	1.719	0.781	2.150E-03	
SGK1	1.716	0.779	4.338E-04	Serum/glucocorticoid regulated kinase
TRP53BP2	1.716	0.779	2.319E-07	Transformation related protein 53 binding protein 2
GNS	1.715	0.778	7.403E-07	Transcribed locus
HIST2H2AC	1.714	0.777	6.001E-04	Histone cluster 2, H2ac
PABPC1	1.713	0.776	6.675E-04	Transcribed locus
CD68	1.712	0.776	2.017E-04	CD68 antigen
1810015C04RIK	1.709	0.773	7.205E-05	
LOC100043986	1.707	0.771	1.297E-04	
SFRS2	1.706	0.771	1.341E-03	
CSNK1D	1.705	0.77	7.306E-04	Casein kinase 1, delta
LRRC3	1.705	0.77	6.946E-03	Leucine rich repeat containing 3
ETS1	1.705	0.769	2.710E-02	E26 avian leukemia oncogene 1, 5' domain
PDYN	1.704	0.769	1.235E-02	
MPPED1	1.703	0.768	6.886E-11	Metallophosphoesterase domain containing 1
INSC	1.702	0.767	9.955E-06	Transcribed locus
CCDC88A	1.701	0.767	9.875E-05	Coiled coil domain containing 88A
FCER1G	1.701	0.766	5.424E-04	
B3GAT1	1.701	0.766	2.687E-05	Beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)
SH3BGRL3	1.7	0.766	1.758E-04	
B230312I18RIK	1.699	0.765	6.870E-05	
IGTP	1.699	0.764	9.868E-03	Interferon gamma induced GTPase
ZFAND6	1.696	0.762	2.580E-06	Zinc finger, AN1-type domain 6
SH3TC1	1.696	0.762	2.563E-04	SH3 domain and tetratricopeptide repeats 1
HDAC11	1.691	0.758	2.982E-04	Histone deacetylase 11
GOLM1	1.69	0.757	3.715E-06	Golgi membrane protein 1
PHCA	1.69	0.757	3.622E-03	
ELK3	1.689	0.756	7.811E-04	Transcribed locus
DUSP19	1.689	0.756	1.422E-05	
TIMP2	1.687	0.754	4.801E-04	Tissue inhibitor of metalloproteinase 2
CCND3	1.686	0.754	1.759E-02	
NIPA1	1.684	0.752	2.443E-05	Non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human)
ZFP623	1.684	0.752	2.157E-04	Zinc finger protein 623
PDGFRA	1.683	0.751	3.263E-03	Platelet derived growth factor receptor, alpha polypeptide
IL15	1.683	0.751	8.887E-03	
LOC100045359	1.682	0.75	5.831E-05	
CCDC12	1.679	0.748	5.758E-04	
ZFP236	1.679	0.748	1.308E-02	
ASB2	1.679	0.747	3.319E-02	Ankyrin repeat and SOCS box-containing protein 2
MCL1	1.678	0.747	1.676E-04	Myeloid cell leukemia sequence 1
ZNRF2	1.677	0.746	1.254E-03	
EIF4EL3	1.677	0.746	8.428E-05	
RAB33B	1.676	0.745	9.469E-03	Transcribed locus
ASCC2	1.674	0.744	3.524E-05	Activating signal cointegrator 1 complex subunit 2
RAB31	1.674	0.744	1.478E-05	RAB31, member RAS oncogene family
CD9	1.674	0.743	3.515E-05	CD9 antigen
LOC667250	1.673	0.743	3.373E-04	
WDR60	1.673	0.743	2.269E-05	WD repeat domain 60
TRF	1.671	0.741	1.027E-04	Transferrin
ANKRD49	1.671	0.741	2.380E-03	Transcribed locus
STAMBP	1.67	0.74	9.962E-03	Transcribed locus
ADAM17	1.669	0.739	2.745E-04	A disintegrin and metallopeptidase domain 17
GDPD5	1.669	0.739	2.540E-02	Glycerophosphodiester phosphodiesterase domain containing 5
TTR	1.667	0.737	3.938E-02	Transcribed locus
COL24A1	1.667	0.737	7.486E-05	Collagen, type XXIV, alpha 1
IRAK2	1.667	0.737	6.358E-03	Interleukin-1 receptor-associated kinase 2
BCDO2	1.667	0.737	2.159E-02	
MRPL24	1.665	0.735	6.974E-02	Mitochondrial ribosomal protein L24
ENSMUSG00000068790	1.663	0.734	6.774E-07	
ZBTB2	1.662	0.733	6.787E-03	Zinc finger and BTB domain containing 2
CAMKV	1.661	0.732	1.193E-03	
TBC1D2	1.66	0.731	1.150E-02	TBC1 domain family, member 2
MYD116	1.659	0.73	4.855E-02	
ST3GAL6	1.657	0.729	2.431E-05	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
B230373P09RIK	1.654	0.726	3.284E-04	
CHD5	1.654	0.726	7.321E-06	Transcribed locus
BC021381	1.653	0.725	1.130E-02	
PSMB10	1.651	0.724	1.592E-02	
RAB3IL1	1.651	0.723	4.581E-03	
LOC100048504	1.651	0.723	3.160E-03	
SLC11A1	1.65	0.723	1.342E-05	
2310039H08RIK	1.65	0.722	3.352E-03	
TOR1AIP1	1.65	0.722	2.106E-03	
EFHD1	1.649	0.722	1.949E-04	EF hand domain containing 1
XPNPEP3	1.648	0.721	1.758E-03	X-prolyl aminopeptidase (aminopeptidase P) 3, putative
BBS9	1.646	0.719	7.662E-02	
JAM3	1.646	0.719	2.659E-05	
BC004728	1.645	0.718	1.958E-02	
AATK	1.645	0.718	1.069E-07	
LGALS9	1.644	0.717	6.804E-02	Lectin, galactose binding, soluble 9
UPK1B	1.643	0.716	1.334E-03	Uroplakin 1B
PSMB9	1.642	0.716	2.204E-02	
CHMP1B	1.642	0.715	2.756E-06	Transcribed locus
CDC42	1.642	0.715	1.245E-01	Cell division cycle 42 homolog (S. cerevisiae)
HIST1H2AD	1.642	0.715	1.038E-01	Histone cluster 1, H2ad
ST18	1.64	0.714	7.980E-03	Suppression of tumorigenicity 18
ZFP532	1.64	0.714	4.075E-07	Transcribed locus
CENTA1	1.64	0.713	1.199E-03	
A330021E22RIK	1.637	0.711	6.413E-04	RIKEN cDNA A330021E22 gene
DKK3	1.636	0.71	7.771E-05	Transcribed locus
PRELP	1.635	0.71	3.904E-02	Proline arginine-rich end leucine-rich repeat
SERINC3	1.635	0.709	4.830E-05	Transcribed locus
NRBP2	1.635	0.709	7.274E-05	Nuclear receptor binding protein 2
RAB34	1.634	0.709	1.002E-03	
DLK2	1.633	0.708	1.064E-05	Delta-like 2 homolog (Drosophila)
MOSPD1	1.631	0.705	1.157E-02	Similar to Motile sperm domain containing 1
ARMC10	1.629	0.704	1.423E-03	Armadillo repeat containing 10
EEF1B2	1.628	0.704	6.284E-06	Transcribed locus, moderately similar to XP_001097290.1 eukaryotic translation elongation factor 1
PRPSAP2	1.628	0.703	9.951E-02	Phosphoribosyl pyrophosphate synthetase-associated protein 2
BIN1	1.627	0.703	7.469E-07	
ZFP579	1.627	0.702	4.447E-04	Zinc finger protein 579
DSTN	1.626	0.702	3.727E-06	Destrin
ACOX3	1.625	0.7	1.883E-04	Acyl-Coenzyme A oxidase 3, pristanoyl
MVP	1.625	0.7	2.310E-03	
HPS3	1.624	0.699	2.520E-04	
HBP1	1.623	0.698	6.540E-09	High mobility group box transcription factor 1
Cyb5	1.621	0.697	6.379E-02	
LRRFIP1	1.62	0.696	1.211E-03	Transcribed locus
MARCKS	1.619	0.695	2.109E-05	Myristoylated alanine rich protein kinase C substrate
DMN	1.618	0.694	2.815E-04	
ZDHHC12	1.618	0.694	3.985E-04	Zinc finger, DHHC domain containing 12
H2-T23	1.618	0.694	2.019E-04	
PTGS1	1.618	0.694	1.461E-02	Prostaglandin-endoperoxide synthase 1
MYD88	1.618	0.694	8.171E-05	
VAPB	1.616	0.693	3.049E-03	Vesicle-associated membrane protein, associated protein B and C
LRRC1	1.616	0.693	2.440E-03	Leucine rich repeat containing 1
CTNNAL1	1.615	0.692	1.065E-04	Catenin (cadherin associated protein), alpha-like 1
HEBP1	1.612	0.689	6.466E-03	
A130092J06RIK	1.611	0.688	1.674E-02	
FYB	1.61	0.687	4.678E-03	FYN binding protein
ZFP715	1.609	0.687	6.562E-03	Zinc finger protein 715
LY6E	1.609	0.686	8.475E-04	
EFCAB4A	1.609	0.686	3.805E-02	
ARID3B	1.609	0.686	2.558E-04	Transcribed locus
LARP6	1.608	0.686	7.529E-06	La ribonucleoprotein domain family, member 6
CHMP5	1.608	0.686	5.821E-04	Transcribed locus
EPHB1	1.608	0.686	1.073E-03	
FNDC3B	1.608	0.685	2.559E-03	Fibronectin type III domain containing 3B
COTL1	1.607	0.684	1.144E-04	Coactosin-like 1 (Dictyostelium)
TNIP1	1.607	0.684	4.985E-03	TNFAIP3 interacting protein 1
D15WSU169E	1.604	0.682	7.554E-04	
CD164	1.604	0.681	2.730E-06	CD164 antigen
NPM1	1.603	0.681	7.026E-06	Transcribed locus, strongly similar to NP_002511.1 1 isoform 1 [Homo sapiens]
PAIP2	1.602	0.68	1.066E-04	Polyadenylate-binding protein-interacting protein 2
SFI1	1.602	0.68	2.191E-03	
CAPN3	1.602	0.68	6.159E-02	
LOC100045343	1.602	0.68	1.070E-03	
GRIP1	1.601	0.679	1.647E-02	Glutamate receptor interacting protein 1
CLIC1	1.6	0.678	8.829E-02	Chloride intracellular channel 1
RPS3	1.599	0.677	1.162E-04	Transcribed locus
PIK3R1	1.598	0.676	7.616E-04	Phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)
AKNA	1.598	0.676	2.895E-04	AT-hook transcription factor
D030070L09RIK	1.597	0.675	1.893E-02	
CRYBB1	1.597	0.675	8.913E-05	Crystallin, beta B1
TKT	1.597	0.675	1.132E-02	Transketolase
E130308A19RIK	1.595	0.674	4.186E-04	RIKEN cDNA E130308A19 gene
EBI3	1.595	0.673	4.423E-02	Epstein-Barr virus induced gene 3
ITGA6	1.595	0.673	8.656E-03	Integrin alpha 6
METAPL1	1.594	0.673	3.310E-02	
CYP4V3	1.594	0.673	6.536E-03	Cytochrome P450, family 4, subfamily v, polypeptide 3
STK39	1.594	0.673	2.205E-02	Serine/threonine kinase 39, STE20/SPS1 homolog (yeast)
LAMP2	1.594	0.672	8.488E-06	Transcribed locus, weakly similar to XP_001084005.1 lysosomal-associated membrane protein 2 [Macaca
CDCA4	1.594	0.672	4.338E-03	Cell division cycle associated 4
CD74	1.594	0.672	5.683E-02	
LIMK1	1.592	0.671	4.679E-06	
RPS26	1.591	0.67	3.779E-04	
GPR17	1.59	0.669	1.661E-03	G protein-coupled receptor 17
YWHAQ	1.59	0.669	3.856E-01	Transcribed locus, moderately similar to XP_001098275.1 similar to tyrosine 3/tryptophan 5 -monooxy
FIZ1	1.588	0.668	8.146E-04	Flt3 interacting zinc finger protein 1
PDLIM4	1.588	0.667	1.036E-04	
RG9MTD2	1.588	0.667	2.494E-05	
TALDO1	1.586	0.666	6.072E-07	
AI662250	1.586	0.665	4.475E-02	
LOC654842	1.583	0.663	4.749E-06	
CECR6	1.582	0.662	6.713E-05	
GCNT2	1.581	0.661	2.567E-03	Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme
CCL5	1.581	0.661	2.182E-04	
TMSB10	1.581	0.661	1.053E-03	Transcribed locus, strongly similar to XP_001477787.1 hypothetical protein [Mus musculus]
DNAJC2	1.58	0.66	1.174E-02	Transcribed locus, strongly similar to XP_001087228.1 similar to DnaJ (Hsp40) homolog, subfamily C,
SIDT2	1.58	0.66	1.877E-03	SID1 transmembrane family, member 2
IGF2	1.579	0.659	3.568E-02	Insulin-like growth factor 2
TBC1D8	1.578	0.658	2.542E-02	TBC1 domain family, member 8
NGEF	1.577	0.657	3.253E-02	Neuronal guanine nucleotide exchange factor
LOC100047261	1.577	0.657	3.988E-06	
EVL	1.577	0.657	1.949E-01	
CBFB	1.576	0.656	3.108E-05	Core binding factor beta
RPRML	1.575	0.655	6.453E-05	Reprimo-like
ENDOD1	1.574	0.654	2.426E-06	Endonuclease domain containing 1
TMEM150	1.573	0.654	3.069E-01	
TTYH2	1.572	0.652	5.253E-03	Tweety homolog 2 (Drosophila)
STXBP2	1.571	0.652	7.928E-05	Syntaxin binding protein 2
CORO1A	1.57	0.651	5.262E-04	Coronin, actin binding protein 1A
RMND1	1.57	0.65	5.378E-08	CDNA, clone:Y0G0107D21, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000042251, ba
TCN2	1.569	0.65	2.227E-01	Transcobalamin 2
CAP1	1.568	0.649	2.398E-02	Transcribed locus
PSKH1	1.568	0.649	1.204E-04	Protein serine kinase H1
CCDC117	1.568	0.649	1.912E-02	
RPL13A	1.567	0.648	4.442E-02	Transcribed locus
RPL36A	1.567	0.648	8.726E-03	Transcribed locus, moderately similar to NP_066357.1 protein L36a [Homo sapiens]
HMGN2	1.567	0.648	2.430E-08	Predicted gene, EG666103
BC067047	1.566	0.647	4.455E-02	
LLGL1	1.565	0.647	3.652E-08	Lethal giant larvae homolog 1 (Drosophila)
4931406C07RIK	1.565	0.646	1.059E-01	
ANKFY1	1.564	0.646	1.065E-04	Ankyrin repeat and FYVE domain containing 1
MTRF1L	1.564	0.645	2.697E-02	Transcribed locus
SFRS16	1.563	0.644	1.885E-01	
